Post,Name,Datetime,Story,year
post-6843529,FLKeys,"Feb 10, 2021 at 9:04 AM","Yes, Juan in your red Toyota Sienna, I would like to thank you for demanding a $35.00 upfront cash tip from your passenger last night around 6:00 PM. 

Okay I know chances are real slim that Juan will ever read this.

Yesterday around 6:00 PM I get a ping for a trip 35 miles south, estimated to be 45 minutes long. I pull up and there are 3 ladies, mom and and two teens estimated in the 16-17 year old range. I verify identity and they all pile in the back seat. I know this trip is going to an area that is farther away from my house and chances of getting a ride back to my area will be slim but oh well.

Mom immediately gets on the phone and says we are in a second Uber and should be there in less than an hour. My mind starts to wonder??? Several minutes later Mom gets on the phone again, and I hear here say ride issue, okay she is on the phone with Uber support. After some frustration she gets connected to a person.

Basically, Juan in a red Toyota Sienna came to pick them up. After they were in the car he started the trip and saw where they are going. Guessing Juan does not have Uber Pro Status. She said Juan proceeded to demand a $35 cash tip up front because he would have to drive back 35 miles with no pay. She refused, Juan kicked them out and drove off.

She was going off on the Uber rep on the phone, she also had to repeat twice to the rep ""No not Paul I am in his car now and we are heading to our hotel"", it was Juan that was the problem.

Juan demanded $35.00, kicked out his PAX and his PAX rewarded me with a nice crisp $50.00 bill upon arrival to their resort. She thanked me for a nice safe professional ride.

On a side note I did several trips in that area while I was there and also my final trip in that area took me 14 miles back toward my house. Well worth the slight inconvenience of going 35 miles away from home.",2021
post-6865753,The Gift of Fish,"Feb 18, 2021 at 8:16 AM","Everyone hates Lyft's practice of foisting new rides on drivers as they are reaching the destination of their current ride. I decided to email Lyft to tell them to cut that shit out, not expecting a reply. But, they did reply, evidently not before taking a large draw on the company crack pipe.




Sure, Lyft, I will be sure to disable the ""auto accept"" feature in your app. It's on the fantasy menu, just below the ""stop bugging me with nonsense about 'harming your community'"" button and the ""leave me the F alone and let me get on with my work"" button. &#128514;&#129315;:roflmao: What a bunch of morons.",2021
post-6864983,MissAnne,"Feb 17, 2021 at 11:03 PM","Holy crap .... and hubby has the car &#128546;&#128546;

",2021
post-6859321,The Gift of Fish,"Feb 16, 2021 at 1:24 AM","I got my first puker of 2021 last night. Uber has seen fit to remove the ""request cleaning fee"" help function from the Help section in its app, so I phoned the critical support number. Rohit said to send in photos and he would process the fee. A short time later, I got a message from him that he had assessed the fee and charged the pax $40 for puking on my car. It appears that the days of the insta-$200 puke fee are long gone. I told Rohit that $40 wasn't enough. He wrote back confirming that it was, and I wrote back confirming that it wasn't. It definitely isn't.




Anyway, Rohit said that the $40 would be credited to my account by the next pay statement, which ended last night. It wasn't. After further pressing, Rohit said that it would be paid out ""in the next few business days"". I replied that that was not good enough, and that since he had already charged the customer, I wanted payment now; there is no reason to delay payment. It looks like my emails are now being diverted into Uber's Bottomless Pit of No Reply email folder, though, as Rohit has stopped responding.

Uber puke fees used to be credited immediately to drivers' accounts. Has anyone else had Rohit play the make-you-wait game with them?",2021
post-6853551,MissAnne,"Feb 13, 2021 at 11:13 PM","Even for $26 extra..... not putting people in my car... plus it's snowing &#127784; 
",2021
post-6798965,ANT 7,"Jan 24, 2021 at 12:42 PM","This is the last window you'd ever think would be broken by a road hazard, but, it actually happened.

A pickup truck passed me at high speed on the right, which kicked up a rock, and then, CRACK !!! Took me 15 seconds to realize it was this window which was taken out, because, 99.5% of them seem to hit your windshield, and nothing more......right ? Kept staring at my windscreen looking for the damage, but saw nothing corresponding to the sound of the impact, until I checked my mirrors and saw this.

Dealer list price, because no used parts were available anywhere, was $299 CAD plus taxes.....they cut me 15% off, so I paid $260 CAD plus tax. FWIW an entire new front aftermarket windshield is a mere $275 CAD plus tax installed. Go figure.......heh.

It's only like a half an hour of tech time though to replace it. Pop of the inner plastic window trim, undo two small bolts, pop the entire assembly out (it comes as the glass, and frame, with mouldings attached) put the new part in, then reassemble it.

",2021
post-6858737,Nightrider82,"Feb 15, 2021 at 9:57 PM","It’s been a while since I have been here. I just wanted to share a bit of success I have had and perhaps inspire someone who has been on the fence about taking the leap. In september I officially did my last Uber ride and although it had many ups downs I’m thankful for Uber because at a time of need when I need some extra income I was able to just do that. Uber is a terrible company to work for and after a while it does wear on you and I truly lasted as long as I could, after working a regular 9-5 I would put in 15 to 30 hours a week on Uber and did this for almost 2 years. September of 2020, I finally had enough I was working 7 days a week some days 14 hours a day between both jobs and I just needed a break.
In December i decided to give the stock market I try, my first month was a complete bust I lost about $1200 of my original $5,000 investment and completely took out all my investments. However after doing a lot more research and some studying and following the market I decided to give it another run. Since January 1st I have more than tripled my portfolio with a lot of success, some failure a lot of learning and much more learning left to do. This is definitely not for everyone but if you have an analytical brain and some good sense there is money to be made in the market. No I don’t have a channel, I don’t post what I buy or am I trying to get people to subscribe to anything. However if you have any inclination do your research and maybe start with a paper account, there is money to be made.",2021
post-6829725,The Gift of Fish,"Feb 4, 2021 at 10:14 PM","I see many cars with no disabled placard hanging from the rear view mirror or disabled licence plate parked in spaces for the disabled. It's usually a ghetto-special car, decked out with such crappery as ugly aftermarket rims, too-dark window tints etc, and the ghetto trash driving it is too lazy to walk an extra few paces.

On the other hand, in over-the-top California at least, businesses often have at least five times as many spaces for the disabled as are needed. These spaces very often have no cars parked in them, except for the usual aforementioned ghettomobiles. So maybe no harm is done by taking these spaces that would otherwise go unused.

What say you?",2021
post-6821677,Erik M,"Feb 1, 2021 at 4:04 PM","Drove this past Sat night, was parked on side of PCH in Newport Beach south of the 55/Pinninsela exchange. I'm on my iPad with the music up so was unaware of my surroundings when a guy bangs on my passenger window. I roll it down and he asks if I could give him and his friend a ride, I tell him ""No"". He asks again and I said ""No"". He says OK and they start walking down the road. I continue doing my thing and 10 mIns later the same guy bangs on my window again, I roll it down and he says he'll give me $100 if I give them a ride to the next stop light, which is about 100 yards down the road. Something seemed off, who offers $100 to drive somewhere so close. I tell them ""No, I have a prearranged trip"". He says who the hell turns down $100 for a trip that close, i said ""I do"" and roll up my window. They stand in front of my car talking for about a min then cross the street and jump into a car parked on the other side of the road parked in the opposite direction and drive away. Whatever the hell they were up to, im glad I didn't fall for it!",2021
post-6850965,Mr.Do,"Feb 13, 2021 at 12:14 AM","I was doing some driving tonight, making pretty decent money when at about 9PM I got a phone call. Normally I have my calls screened so that if the number is not in my contact list it goes straight to voice mail, but I happened to have that switched that off because I was making some banking calls earlier in the day. I had a PAX in the car at the time so at first I ignored it, but then the call came again. So against my better judgement I answered. I am paraphrasing here a little bit but the person on the line said he was calling from Uber support and that since I was a stellar driver Uber was going to give me $500. I told him I had a fare and he said he would call back. 10 minutes later he did. He repeated his claim that he was going to give me $500. I parked the car and he proceeded to give my instructions on how to claim my cash. This involved changing the listed phone number in the app to one I did not know and then adding a debit card number to my cash out list. I went along with what he told me to do, but all the time I kept thinking something is not right. Before he could finish the process I hung up on him and tried to call Uber support. But of course it was in the evening and they are closed until Monday. Al the time the number came up again several times and then I got a text stating to call him back when I was ready to finish verification for my money. I am not going to do anything until I can verify this guy is who he says he is by calling Uber support Monday when they are open.

Was this a scam?? I don't know. But there is an old saying. ""When something seems to be to good to be true, it probably is."" Also, if you get a phone call in the middle of the night with a person wanting to give you money, alarm bells should be ringing.

I am pretty sure I almost lost a weeks worth of pay by cashing out to a strange debit card number. I am glad I wised up in time.

So this is a heads up to all drivers, there is some sort of scam targeting drivers out there. Beware of unknown calls offering you money.",2021
post-6829629,ANT 7,"Feb 4, 2021 at 9:13 PM","Got to thinking about this today while watching my AR drop by some 3%.........declined about 10 pings total, during the 11 hours I was out. Routinely I pass on only 2-3, but, it was one of those days today. Didn't take the first four in a row this morning.",2021
post-6834953,The Gift of Fish,"Feb 6, 2021 at 9:45 PM","With these hard economic times of late, many drivers will be cutting back on the amenities they provide to their pax. I saw this on offer on Amazon, and I am wondering if they would have any side effects on them. 12oz of Wag Jerky for $4.10 has got to be a deal in anyone's book.

",2021
post-6841427,Guido-TheKillerPimp,"Feb 9, 2021 at 2:11 PM","Learned some time ago to preview each Uber trip. If a stop is indicated, CANCEL. Especially if it's a 'hood pick-up.
Tough luck, Jason. Perhaps with your next request, some rookie-ignorant-sucker driver, will pick you up with a big, friendly smile &#128515;.......until he/she starts the trip, that is!
",2021
post-6838807,Dave Bust,"Feb 8, 2021 at 1:41 PM","Not to shabby,,,,although i did work 14 hours and had to changes boots and pants 2x and missed the big game but who cares!!

and there was a $3 bonus per delivery and a $4 quest per delivery.",2021
post-6830409,Young Kim,"Feb 5, 2021 at 5:23 AM","Several days ago when it snowed in Chicago (I think it was 8 inches), I was doing my shift overnight and saw at least 10-12 cars get stuck in the snow during my overnight shift. I am reminded of this as it is snowing hard right now on my night shfit. Cars would be turning from the main street into a side street that was unplowed... and would get stuck immediately. I am reminded of seeing roaches simply walking into a roach motel as a kid. It was so sad. I carried a shovel with me in the car, because I knew what would happen. 

I was able to save a few people by helping them dig out in between deliveries and pickups. But I definitely could not save all of them. When I did have one pax in my Uber, another car did swerve in front of me and almost hit us and slid backwards into a ditch. It was probably just a few feet away. I was driving so slowly so I was able to avoid him/her. It was the first BIG snowfall in Chicago in many years, so I suppose that people were not used to it. 

It was really sobering to see all the stuck cars. I myself only stuck to the main roads which were well plowed, and avoided any side streets which were not well plowed... Wait times I heard from pax were over an hour around 3:00 am. I was in a far suburb. When I picked some of them up, they were really grateful that someone was still out to get them. One guy actually said (his exact words, ""Sir, you are like an angel that God sent to me tonight."" 

The surge was good, about $7 per ride... I know I have seen surges much larger, but in Chicago that is pretty big...",2021
post-6835941,Justkeepswimming,"Feb 7, 2021 at 10:30 AM","Here in vegas we have a restaurant called dicks last resort. The premise is the waiters are ******** to the customers. I was pointing this place out to some pax on my drive suggesting they go and I mentioned I’d thought about working there. The pax immediately got excited and wanted me to try it out on them. So I looked em both up and down and said to the guy “she with you?” He nodded. “How much you payin her?” Then I looked at the girl “hey baby, I got a twenty for ya, we can go to the bathroom, actually on second thought that might be too clean for you”.

First time I’ve ever gotten a tip for insulting customers. I could get used to this!",2021
post-6823549,Dave Bust,"Feb 2, 2021 at 10:38 AM","considering there is 2 feet of snow on the ground,,LOL",2021
post-6819873,JohnJames8678,"Jan 31, 2021 at 9:14 PM",Let’s get a thread going of the funniest stories you’ve encountered while on Uber.,2021
post-6819651,JohnJames8678,"Jan 31, 2021 at 7:56 PM","*Disclaimer* I’ve written a couple lighthearted dumb posts on this forum, but this story is more serious and dark. I don’t know if it’s even appropriate to . It involves someone who passed away from a drug overdose and it might be triggering to some. I mean no harm to the family or anyone who has lost someone to drugs or mental health. Please seek help if you or someone you know is thinking about hurting themselves. Suicide prevention hotline: 1-800-273-8255



This story happened about 6 years ago in San Francisco. It was a chilly night with no fog and a stiff breeze. It’s about 1am that night, I think it was like a Tuesday or something. Basically dead on the ride front. Anyways, as I’m sitting waiting for a ping I notice a guy in a nice suite slumped over on the corner of the sidewalk. People were passing by, and just stepping over him. Being in San Francisco there is homeless people and drug use everywhere so people are immune to this kind of stuff, but something was off. He had a suite on and looked different from the everyday bum. I told myself “don’t worry about it he’s just drunk” I was telling myself not to go over and check, but I’m looking at this dude not move and looking stone cold dead so I decided to get out of my car and go investigate. Well, turns out he’s alive, barely. I shake him awake and he’s moving and grumbling some nonsense. I call 911, which in San Francisco isn’t very useful. The operator on the line is asking me “sir is he breathing”. I’m trying to convey to her that he’s moving, but I think he’s just drunk or something. She says something that would ultimately cost him his life. She asked me “Sir do you want us to send an ambulance? We get a lot of these calls and if he seems ok maybe you can take him to a hospital if it’s safe for you” I was a bit surprised by that response. I was just asked to put him in my Lyft and drive him to the hospital. I end up rolling him over, he’s younger maybe 34, a good looking and clean cut Asian dude. I carry him to my car and sit him upright. He’s fumbling over, but I manage to strap him in my back seat. I start driving him to the nearest hospital ER. While we are driving I’m asking what his parents number is so I can let them know he’s in the hospital. He hands me his phone and after not unlocking it I’m forced to use his finger print to unlock it. I get in his phone and it’s all in a different language. I find a number he last texted in I message and copy it into my phone. I finish driving him to the hospital. I turn around and look at him and he’s dead. Like straight up eyes rolled back, dead. I run in to the ER heart pounding out of my chest thinking Jesus Christ I have a dead man in my car. The ER lady at the front desk hits the emergency button and a team of people rush out with a gurney and load him out of my car and wheel him into the ER. I don’t know what to text to the number, who it is or what I should say. I ended up saying “I found a man, and took him to the hospital, found your number in his phone” said my name and the hospital he was at and that was that. I get a call back a week later. It’s the person I texted. The man tells me the guy passed away from a drug overdose and mentioned he was his boyfriend and that the guy was depressed because he had just lost his law license and had a drug problem and they had just broken up. The boyfriend cried, but seemed almost relieved mentioning he had been a major burden on people. Like dang dude, he just died and your still gonna talk bad about him. Definitely a bad break up. It got weird after he offered to have my girlfriend and I have dinner at his restaurant for free for trying to save of his ex. He said this after he finished crying on the phone as I told him about the guys last moments. Anyways, this still haunts me to this day. Always get the ambulance if your unsure don’t let 911 convince you otherwise. 



End of story.",2021
post-6822825,#1husler,"Feb 2, 2021 at 12:47 AM","Tonight I rolled up to PU a pax who was standing there waving a cell phone (the universal sign to flag down a RS driver), only that this pax wanted me to PU the phone, not her!

Pax: Hey, can you ""Uber"" this phone back to this guy?...he's in a trailer park, follow the maps there, then drop it off to him.

Me: Huuuuh, can you call him to be sure he's standing there as I arrive, then I hand it off to him?

Pax: No, I dont have his number, just arrive, honk and he'll come out.

Me: No, that cant work for me, but best of luck getting the phone back him.

I was tempted to try to Uber the phone but... could see too many opportunities for this to go sideways.

Have any of you tried to courier things for pax (minus the pax)? I could see how it'd be easier (even preferrable) to drive a phone rather than a pax but...am curious how that works out.",2021
post-6798755,Guido-TheKillerPimp,"Jan 24, 2021 at 11:16 AM","What was your highest dollar amount in gross earnings for a single week? This can be any combination of all the gigs/apps out there. Also, are you in a large, mid, or small size market? Feel free to add any additional pertinent information, if you so desire.
As for myself, my best week of just working UberX/Eats & Lyft = approximately $1700.00
Thank you for your responses!",2021
post-6808285,W00dbutcher,"Jan 27, 2021 at 11:24 AM",Uber Passenger,2021
post-6809629,#1husler,"Jan 27, 2021 at 7:47 PM","So, this isnt so much a ""story"" as it is an observation....that RS drivers' ability to bargain for more equitable terms/treatment is disabled by all the ""hobby drivers"", who aren't grinding it to make rent, but just do RS to get out of the house for a Dunkin Donuts run (score some decaf and a danish) and then what the heck, pick of a pax or two, maybe a few, then head back home for a visit from the grandkids.

Are you a hobby driver? Do you know who these guys are? Well...

I recently relocated to Tucson (sun-bird central), but still fly now and again for work, so (of course) use RS...the drivers picking me during day hours (not night) are kindly retired ""old-timers"" who drive all leisurely and seem oblvious to what they might make (or not make) per ride.

An example.

Me: Hey, I also do RS, hows it been going for you in Tucson?

Ernie: Oh, you know, I dont know, I just do it now and again, get a break from the mrs, its good to get out of that place at least one day and see whats going on out here, hehehe.

Me: Oh cool, ok, good to make some money too. Are there rides you tend to prefer or avoid?

Ernie. Nope. I just drive whatever, I go where-ever, pick up anyone.

Me: Whoa, thats different, because...for example, I avoid Walmart, I dont make enough money on those, having to load and off load 2 carts of groceries.

Ernie. Ohhhhhh I dont mind those, but I cant get out to help, because of my back and my knees.

Me: But...the wait, like, they only pay us 6 cents a min? Mann, I cant work for that, can you?

Ernie: Is that what they pay? I didnt even know...how much do they pay per mile? I dont much pay attention to these thing you know, I just drive, need to get out of the house once in a while, but not too long, or wifey might think I have a girlfrend, ahhahha!


I took Ernie's number, he was cool, friendly and I could call him direct for my airport runs, and put 100% of the fare in his pocket, though he probably ""doesnt care"".

I've noticed that pax have going bonkers on the multi-stops and grocery store PUs during the pandemic AND because these rides keep coming and coming, I figure enough drivers are accepting these PUs (otherwise RS would drop them OR offer drivers more money)....I wont touch these PUs, and dash them away... I used to wonder WHO picks up my left-overs.. it seems these hobby drivers happily take them. RS is neat hobby, but drivers who are you hustling it to make rent and pay for college, etc, wont be able to advocate for better pay with all these guys out there.

Are you a hobby driver? No shame in your game if you are....",2021
post-6822995,JohnJames8678,"Feb 2, 2021 at 3:44 AM",I pick up two men in San Francisco and they get to talking. One man mentioned he worked at Lucas Film. This man had won animation awards and was pretty close with George on a professional level. They had a falling out and he spilled the tea. He told me George’s 1st wife supposedly cheated on him with the window installer guy and poor George couldn’t have kids with her because he only had 1 testicle.,2021
post-6758155,charly21,"Jan 11, 2021 at 10:49 AM","very sad news 

",2021
post-6809945,Guido-TheKillerPimp,"Jan 27, 2021 at 10:00 PM","Drive enough as a RS driver and sooner or later, you will arrive to pick-up a pax and what do you see? The cops are there too! Lights a blazin' and all.
So lets hear about it. Tell us what all the commotion was about? How was the pax? Overall experience, etc? Were you uncomfortable/concerned? 😂",2021
post-6817501,Erik M,"Jan 31, 2021 at 12:19 AM",I just noticed in my Uber feed that they have a set day to celebrate “Data Privacy Day”! Shouldn’t this be a given and not need a day to celebrate that. I feel like this should be celebrated all the time and they just do it!,2021
post-6818159,W00dbutcher,"Jan 31, 2021 at 9:31 AM","Duct tape
Edible sex Lube
An eggplant

",2021
post-6738739,Benjamin M,"Jan 5, 2021 at 10:06 PM","I may post the video tomorrow, fudge it.

Haven't been driving much but went out today. Pings have been awful but stacked. AR is perpetually less than 70% because of ridiculous pickup distances and awful ratings (4.43 being one).

Stacked ping in the hood, 4.6x. Declined. Immediately after, 5* in another bad neighborhood (but not as bad, lots of college kids).

Account holder was a woman, I picked up a dude that looked like he's not unfamiliar with corrections. The trip was 98 miles (about an hour and forty minutes), northern Virginia. I didn't see a ""45+ minute trip"" on the ping.

Debated whether or not to take it, my gut said no. As always with these trips, I discussed a tip and we agreed on $20. He said his girlfriend's son was in the hospital.

With 53 minutes left on the trip, his girlfriend called and asked if ""y'all are okay"". I said yes, gave her our ETA. He was asleep.

Five minutes later, on the highway, the trip was canceled.

I woke him up, told him what happened, and said I would drop him off at the next exit. ""No, you'll take me back to where you picked me up!""

Negative &#128514;

He was cool after I explained that I had no idea what happened with his girlfriend and I don't drive for free. He said his phone only works on WiFi and I dropped him off at a McDonald's, about five minutes after the trip was canceled.

As I was on hold with support for this incident, I noticed that I had received a 1* for ""Service"".

I have absolutely no idea what happened here, but some key learning points -

2021, still a world of shit",2021
post-6798059,Young Kim,"Jan 24, 2021 at 3:10 AM","The pickup was in rolling meadows and I was somewhere around palatine? Il, anyhow I just drove about 20 minutes for a pickup it's around 2:00 a.m. in Chicago. sat night.... he said that he was so so grateful to me because he had been trying to get an Uber for so long with no luck...(message no UberXs in your area try again later)...

.. Until I finally showed up on the radar. He had his car at the bar and he said that he was getting ready to drive home even though he was drunk because he was so frustrated. He said that he was so grateful to me and kept tapping me on the shoulder on the ride home. He was just so happy ...I let that touching of my shoulder slide...",2021
post-6816125,Aw Jeez,"Jan 30, 2021 at 10:10 AM","Here in Pensacola, Florida, passengers often ask ""how I did"" during the worst of the pandemic lockdowns and such? They ask it in a concerned tone of voice, as if they assume I've done poorly. But I tell 'em, ""Great!"" The truth is that I did not miss a day of work, *and* I did not see any loss of business. I attribute this to two things:

1) There are plenty of people in my town who *had* to work - those employed by convenience stores and fast-food joints, nursing homes and restaurants...in other words, ""essential"" or exempted businesses. Many of my passengers were from a (ahem) lower-income strata of society and to work. But also, many of them did not have cars and have come to rely on R/S to get to and from work.



2) I assume that a lot of Uber/Lyft drivers are older, and many of them may have ""health issues,"" otherwise, they'd all probably have regular jobs. My thinking goes that because many(?) R/S drivers fall into one or more ""at-risk"" category, they stopped driving out of, as they say on TV, ""an abundance of caution."" End result: Fewer drivers on the road competing for the rides.

Whatever the actual reasons, I did not have to stop driving nor did I lose any income at all in 2020. I hit all of my admittedly modest daily income targets, and I found that I could achieve them in fewer hours per day than in the pre-pandemic days. Most days, it was non-friggin' -stop...ping-ping-ping. I worked hard all my life; I did not take this ""job"" so I could work hard some more.. Sometimes I'd kind of feel guilty about stopping early and ""abandoning"" passengers who needed rides. But after my second beer, those feeling passed.

I know that my experience here in my town was probably not typical, but I hope that all of us who continued to drive through this (wink-wink) ""pandemic"" did as well.",2021
post-6812895,The Gift of Fish,"Jan 29, 2021 at 12:20 AM","It seems that drivers in San Francisco do not know how to make, I quote, """". A radio campaign supported by a web-based training initiative aims to teach people this important driving skill. &#128514; &#129315; :roflmao:

Further details here:


Now, I know that the general driving ability in the Bay Area is even more atrocious than in other areas, but my recommendation would be to:

&#128161;ensure that drivers know how to turn left before giving them a driving licence &#128161;

ROFLMAO, you couldn't make this shit up!",2021
post-6816755,pedroia1515,"Jan 30, 2021 at 3:44 PM","
Very sad story. And scary. I drive in detriot and after reading this story, no more. I have two kids. Will only be doing airport runs from now on.

Two kids, rob a Uber driver and kill him. What a crazy world we live in.

Everyone be safe and careful driving. &#128591;&#128591;",2021
post-6794677,Stevie The magic Unicorn,"Jan 22, 2021 at 11:16 PM","BEHOLD NON BELIEVERS!

undeniable proof or my unicorn magic.

A computer generated taxi receipt from next month.

Not only am I a unicorn but I'm a...

Time traveling unicorn!




PS...

I went all the way to 2030 and you guys are never gonna beleive what president Kanye did after getting elected...

But all joking aside this is one of the only glitches I've had/noticed in ages aside from the crappy onboard GPS giving stupid directions. The solution to that is to use Google maps on my cell phone.

As far as actual effect I wouldn't have noticed it except a customer checked their receipt and went WTF?

And I had no real comment.

But my work account at the cab co is showing all my credit card fares as being in there so this appears to be limited to creating bogus future dated receipts.

it's funny that with all the technical glitches Uber has the cab company system keeps chugging along ever reliable.",2021
post-6804075,#1husler,"Jan 26, 2021 at 12:54 AM","So I wasnt vigilant enough on ""pre-screening"" Lyft rides on arrival tonight, and got stuck with a particularly obnoxious multi-stop which involved PU at pax's buddy's place, then stopping by pax place to PU his dirty laundry (I told him I could give him 3 mins...and he came running out of his apt at 2:50 with a full laundry basket)....he told me he was going to his girlfriend's place to do his wash...I was relieved when we arrived...the girlfriend came out, he handed over the laundry, I slide ""end ride"" and then...

Pax: Where are going to next?

Me: Just...my next PU, why?

Pax: Can I come along, or...at least until you PU, then you drop me off some where along the way, I can show you where I need to go, so I can get some food.

Me: Oh ok, I get you, huh no dude, I'm....not going anywhere near anything like that on this route, sorry, but next time?

The pax reluctantly left my car...I locked and got out of there....I've had pax try to coax me into adding stops like this during the ride, and even some asking to add them after the ride, but then offer a tip but...I've never seen one ask for an extra stop at no cost after the ride ends....I guess desperate times call for desperate measures.",2021
post-6799255,wallae,"Jan 24, 2021 at 2:27 PM",Will they?,2021
post-6799845,BobDaScotty,"Jan 24, 2021 at 6:03 PM","Context: White immigrant driving in Philly

I am only able to drive nights and early mornings for good reasons so my experiences are often 'fun'

So, picked up a pax, black woman who was doing at-home care that kept me waiting for two minutes but she apologized as soon as she got in the car so I thought nothing of it as she seemed nice.

We made our first stop at a gas station nearby that took her 8 minutes, she got in the car and I was driving to her destination when her tone did a 360° flip and she harangued me for following the GPS route which was only 15 seconds and one turn away from the only possible, logical subsequent route.

She was really turning nasty and irrational even as I pointed out the route was the fastest and lowest milage possible of three options on waze & uber nav so I pulled over, cancelled the ride and asked her to leave my car.

She refused, unleashed a further torrent of abuse so for the first time ever after 1500+ rides I called 911 to get her out of my car.

I gave the operator an accurate description of my car with hazards on and a squad car blew right past my vehicle even after me flashing my hibeams.

Two more 911 calls of police fail (gods help me if I am ever being assaulted!) and an hour later another uber arrived and she got out, maskless after calling me among other insults a n word.

I called diamond support with my story, informing them that I had dashcam footage of the whole trip but they said that they could not expunge the 1* she gave me.

I drove to the nearest cop shop and a Sgt stated that no crime was committed as I initially invited her into my car despite me repeatedly telling her to leave.

What a frustrating night...

Thoughts, anyone?",2021
post-6806241,Guido-TheKillerPimp,"Jan 26, 2021 at 5:56 PM","Your all familiar with this ride.
Friend/waiter/bartender etc asks you to drive drunk dude home, on their account.
No problem. The ride is uneventful and usually short.
Arrive at destination and drunk dude wakes up and says: ""Whadda' I owe ya?""
The quick thinking you, blurts out whatever amount you think you can get away with.
Never had any resistance to my $20 ""fare"" 😂",2021
post-6792301,Guido-TheKillerPimp,"Jan 22, 2021 at 6:39 AM","- picked up ""Tammy"" last night.
- We exchange pleasantries and then, BAM!!!...I go into a temporary state of shock. Why? Read on.
- Tammy was like no other pax I have ever had in 4 years of RS driving.
- Before I even put the car in drive, she says: ""How much can I pay you to go to the McDonalds drive-thru for me?""
(state of shock sets in!)
- I truly was silent for what seemed like forever at this display of courtesy.
- Finally regained my senses and thanked her for being so courteous and respectful, while also explaining that 99% of paxs expect us to do all kinds of stops, drive-thru, etc for free.
- I returned the courtesy and told her ""no charge/tip necessary!""
- So to all paxs/riders, see how far just a little bit of courtesy will get you! 😀",2021
post-6776057,Young Kim,"Jan 17, 2021 at 2:40 AM","So is saturday night and right now it's about 1:37 a.m. and I'm in the west side of Chicago. I had a couple of guys mid-thirties probably from one of the north suburbs who were somehow on the west side. They asked me to go to some corner I think it was by jackson and lotus.. one of the guys ran out and ran to a group of four young men standing on the corner. Then he ran back to my car.

A few questions were asked like did you get it? Followed by a yes. And then I dropped them off by some train station... My question to you guys is do you say anything, or do anything? In this case I just kept my mouth shut... 

By the way they were talking.... it was not weed...",2021
post-6801653,FLKeys,"Jan 25, 2021 at 9:54 AM","Friday night pick up a lady at a house that had too many drinks to drive. Nice 12 mile trip. I keep my XM Radio set to Classic Rewind. A mile into the trip Joe Walsh - Life's Been Good comes on. About 1 minute in she says can you change the radio station? Sure, what would you like. I don't care, turn on Country. I say you have these options in Country and she says Y2Kountry would be great.

I turn on Y2Kountry and a few minutes later she says can you turn on classic rock. Sure, you have a preference? Just torn on 103.1 FM. Okay. Guess what was playing? Yep, Joe Walsh - Life's Been Good.

Can you just turn the radio off? - Sure. hit Classic Rewind and turn it off. 2 minutes from the house, does your radio work can we hear music? Sure, I turned it off when you asked me to earlier. Turn it back on and say is classic rock okay. She replies, I guess.

I drop her off and leave. No tip. 

The next morning I notice I have a 3⭐ in my ratings. I always found the 3⭐ to be the most worthless rating there is. Wish she would have given me a 2⭐. I have been without one of those for a long time now.",2021
post-6778519,Juggalo9er,"Jan 18, 2021 at 12:27 AM","Going south on 75 near Houghton lake at an *cough* safe rate of speed. A deer decided to end its existence, mind you the Air bags did not deploy. Pictures for humor

",2021
post-6791459,Benjamin M,"Jan 21, 2021 at 10:32 PM","

Yay me. Not counting Lyft, I think that's around 2k.

Mixed feelings, Uber trip 3,000 was a somewhat regular pax getting off work from a nursing home, annoying tick of constantly making a ""tsst"" noise and a phone conversation regarding COVID-19 cases in the facility - rear view mirror check, nose hanging out. Destination, just outside of the hood.

Two and a half years. 2020, starting in March, sucked. 2021, more of the same so far.

Working on trying to figure a way out, meanwhile trying to make the most out of my days on the road. People yesterday were great, two actually tipped, and today was beautiful. One day at a time.

In these 2.5 years and 3k+ trips,

",2021
