Post,Name,Datetime,Story,year
post-6488088,Young Kim,"Aug 31, 2020 at 2:55 PM","I'm doing an Uber eats order on the southside of Chicago and I just wished to share these three pictures right next to the restaurant! These graffiti artists are incredibly talented!













",2020
post-6492863,Ozzyoz,"Sep 2, 2020 at 10:05 PM","It is softer and not enough to stop 44 magnum but in streets people won't usually run into that. For head protection I have none, but hole they don't head shoot me from the back seat.

",2020
post-6490227,Ozzyoz,"Sep 1, 2020 at 5:48 PM","But I never asked for Gold nor their reward system they dragged me into. Also my Pax rate me good and don't give me flags as I keep it professional with them and I drive part-time. So what is it I am supposed to improve? Are they saying I need to drive more people to reach some Gold level I never asked for?

",2020
post-6493222,MyJessicaLS430,"Sep 3, 2020 at 1:25 AM","Waiting for the first ping at home, Postmate sent me a burger delivery (not McDonald / 5 guys). The area where the customer works is not where you will find decent orders or rides but it is just a few miles away from Cheesecake Factory. What's better than getting paid to drive for lunch? Shocked by seeing 10 cheeseburgers, I contacted support to verify the order. To my surprise, they found me an agent almost in no time. After putting me on hold for ~2 mins, he confirmed that the order was accurate. Such level of competence is likely non-existent in Uber. For entertainment purposes, look at the estimate (bottom left, small font). Where can you buy 10 burgers for $8.29 in 2020 &#128558;?




After placing 2 large bags in my car, I went online on both apps setting Cheesecake Factory as the destination in hopes for fishing a ride or two. At a paltry rate of 50 cents / mile, long-hauling only makes sense when doing rideshare at the same time. My experience with the combination of Postmate and Lyft is quite positive for the 2 times that I have tried. Unfortunately, this does not apply to Uber. The pick-up location shown by the first ride request is in the correct general direction but requires back-tracking west. Needless to say, no way would I accept a 4.46. My jaw dropped when receiving the second ping. Are you kidding me Uber?? How can this ride bring me closer to Cheesecake Factory while I was only ~3 miles away??




After unloading, the customer gave me $2 cash. She wondered why it took so long before somebody accepted the delivery. All I replied was a smile. She works in an area where people are cheap as dirt (Westchase in Houston, TX). More importantly, it was a 15-mile delivery which is guaranteed to be a money losing drive. Had I not thought of having lunch at Cheesecake Factory, I would not have accepted it too.",2020
post-6488140,MyJessicaLS430,"Aug 31, 2020 at 3:22 PM","Sorry, this may not be what you are thinking. I don't shuffle food (most of the orders are not tempting). For the few lucrative runs, people often leave a big tip (>$10). Last weekend, I was caught by surprise to receive free food.

On Friday evening, a man from an upscale neighbourhood has made a $150 order from a sushi bar. After he thanked me, he asked if I wanted a bottle of wine from his surplus. Since alcohol is never my cup of tea, I respectfully decline and was told to wait. A few minutes later, he returned with a pack of frozen sirloin stripes and giant scallops. He explained that his fridge was almost to the full capacity because of the obsession of his wife to fill the trunk every time they shop. Does he always trip drivers like that? Actually I have to thank him for the awesome sirloin! Not much effort is needed because the stripes were already half-cooked. What you need is to pan-fry them to your preference. Amazing enough, a manager from a seafood kitchen where I have picked up food from multiple times gave me 2 crabcakes. Contrary to what you may expect, there were only tiny shreds of crab meat. Anyway not in the position to complain because they don't cost me a dime. What do they taste like? Honestly they do not taste any different from croquettes.




Before I forget, not sure if I was encouraged to also take the food from this customer on Saturday. Look at the floor mat of this apartment.

",2020
post-6496925,UberChiefPIT,"Sep 5, 2020 at 1:25 AM","1.4 miles away, 6 minute trip to dropoff.

Except, the restaurant is the only spot in town that's open 'til 1am and serves fresh fried fish, chicken and slices of cake.

I knew it was too good to be true, when the dropoff location was a project in the part of town where they have armed security manning an entry gate with a photo ID check. No problem. Show the military I.D. and those guys let us breeze on in without a question.

Fried chicken and 2 cans of pepsi at 12:30am, hand-delivered to the customer who selected ""Wait in car"", translates to: ""no tip, and when I check my earnings in the morning, I'll probably also be missing the $24 3-trip chain bonus, after they claim I must've gave it to the wrong person who approached my car.""",2020
post-6497031,Young Kim,"Sep 5, 2020 at 4:09 AM","On Addison and Paris NW of downtown. Passenger who is only three blocks away from his destination at a traffic light opens the door and starts sprinting

and starts to pee I wonder why he couldn't tell me anything during the ride because I would have driven either a little bit faster or at least pulled into an alleyway.",2020
post-6487252,AB5,"Aug 31, 2020 at 2:30 AM",Are drivers are Serfs to Uber. No land no bed no money.,2020
post-6445876,LyftUberFuwabolewa,"Aug 13, 2020 at 5:46 PM","As I’m pulling up to the pick up I’m sizing up my rider. The first thing I can tell as I get closer is the race. This helps with radio channel selection.

As I get closer I can see that my rider isn’t 18. Nor could he pass for 18. No way he could walk into a store and buy cigarettes or alcohol.

He’s in a baseball uniform and has some baseball paraphernalia with him. I asked him if anybody else is going. He says no. I explained to him that I can’t take an unaccompanied minor. I told him that if he at least looked close to 18 I could take him.

As I’m just starting to pull away the window is still down. He says “Wait a minute”. I stopped and he says in total innocence “I need to get to a game”. He was polite and without attitude nor whining. Just an honest statement from the heart.

I open the door and told him to get in.

Later on I hid the body down by the river under some logs and rocks.

No of course I didn’t. I took him to his destination and wished him good luck.",2020
post-6493757,_Tron_,"Sep 3, 2020 at 12:31 PM","Tron reporting in from an undisclosed location. I remain evacuated from home base due to a smoke allergy. Found a relatively smoke-free hideout within the state. Bivouacked at a cheap motel. Ubering and Lyfting daily to pay travel expenses. The area has a reasonable amount of rideshare demand and is slightly underserved, enabling a reasonable gross of $1700 last week.

Was driving the day U/L threatened to shut down rideshare rather than obey the judge's order to convert drivers to employees. What a mess, and what terrible timing. I'm sure this has been discussed ad infinitum, but the drama of that day is likely the best PR move U/L could have made to promote California's proposition 22, which is slated for a November vote. Many passengers had been informed ride sharing was shutting down at midnight and were not happy. As with smartphones and Air B&B's, many can't live without Uber.

I am reluctantly suggesting to my pax to vote YES on prop 22. Damn it.

Because of the number of trips I'm taking the Uber pax stories are piling up. Learning to 1-star pax who cheat with their masks by slipping them down during the trip when they think I'm not looking. Love it that Lyft will not make a match in the future if you issue the pax 3 stars or less. Not sure about Uber.

So here is a postcard&#8230; One memorable trip was with Eva. She did not even get in the car, but I remember the ride. Upon arriving at the pickup she ran up to the car from a lively courtyard, a large and apologetic smile on her face. She was a goddess. Light in complexion and light on her feet. The kind of woman a man would lasso the moon for.

Turns out she had called a car for her two drunk male party guests. Figures. But Eva had played it respectfully by first coming out to the car and asking permission for her two inebriated friends to be driven home. She spent a minute or two breaking down the situation, insisting that her men were not so far gone as to get sick on the trip. That assertion, plus Eva's sincere effort to make everyone happy, was enough to gain my acquiescence. And although I was memorized by her magical gaze, I maintained enough presence of mind to reserve the right to refuse service once the two tipsy curmudgeons came in to view.

Eva, smiling and gushing thank you's, turned and ran to fetch the soon to be passengers. At about 10 feet from the car I spoke the words ""Eva the Diva"" in a normal tone of voice. She heard the utterance, stopped momentarily, did a 180 twirl, smiled and curtseyed before continuing.  couldn't help but smile.

The ogars appeared, struggled with their masks for a moment, and poured themselves into the car. Once seatbelts had been fastened we were off. It turned out that the men had standing in the community. Both Eva and one of the men had quietly tipped me off that I was driving the D.A for the city of _____ home. Not the assistant D.A.,  D.A. The gentleman tipping me off to that fact had an interest in a couple of the most renowned restaurants in the locale I am servicing. None the less they both behaved like beligerant high school kids on the drive. Ha ha. At one point restaurant man offered me as much as $100 to allow him to remove his mask. I repeatedly declined, and both men let out an astonished gasp when they realized I could not be bought.

The two men were being dropped at differing destinations. They argued about who was going to give the driver a cash tip. In the end neither did. Eva had warned me in her backgrounder that ""They're a**holes"". Before ending the trip I broke character and texted Eva that her guests had been delivered safe and sound, and neither of them had tipped. When I later checked the ride history a $10 tip had been added.

Eva is a classy gal. I hope to run into her again.

Hmm. I suppose  is a poor choice of words in our profession. Lol.",2020
post-6444168,Road Hu$tle,"Aug 13, 2020 at 12:10 AM","I am a Systems Administrator, and do some freelance development on Fiverr and a few other sites. I do Uber when the walls around me start suffocating me.",2020
post-6444085,Liz69,"Aug 12, 2020 at 11:40 PM","I made a personal order at Taco Bell in Owasso Ok at 13315 E. 116th Street North location. Thank God it wasn't for a customer, because as I took it out of the store and began to eat it a roach with a egg sack attached to it crawled out of the paper wrapping that was around the Taco! Any one else have a similar issue with that store?",2020
post-6449256,ANT 7,"Aug 14, 2020 at 11:12 PM","I got this text this morning from the scheduled trip pax after waiting 5 minutes and 2 seconds in front of his house. I hate these, but as it was on my way to the staging area I use, why not.

Another ""education fee"" got handed out as I drove away about 5 seconds later after I stopped laughing. Did 3 of those today.",2020
post-6487735,FLKeys,"Aug 31, 2020 at 10:50 AM","Early Saturday morning, while still at home, I get a 104 mile ride. Friday night was slow so I take the long ride. I don't mind long rides, the only thing I was concerned with was hoping I had enough gas without having to stop as I did not fill-up Friday night because it was so slow and I was already home waiting on rides.

We had a great conversation talking about fishing, both salt water and fresh water. Made the trip go real fast talking about a subject we both enjoy. The rider was meeting a boat owner at a Marina and was working as a mate, they were leaving on a 8 night trip from Boca Raton, FL to Key West, FL, to the Dry Tortugas, and finally to Naples, FL. They will leave the boat in Naples for routine maintenance and some time in mid October will make the same trip in reverse.

We were about 3 miles from the destination and my car was sitting at empty with an estimated 4 miles until empty on the display. Way to close for my comfort. The rider says hey do you mind if we stop at a convenience store so I can grab a couple items. I say no problem I'll just fill my tank while you run in. As I pull up to the gas pump the rider slides over from the passenger side to the driver side, he gets out and puts his credit card in the pump and says fill it up. I tell him thanks and he runs in the store. I finished filling up before he gets back in the car with 3 bags of drinks and snacks.

We get to the Marina and the rider drops me a $50 bill and thanks me for taking the long trip and making the stop at the store for him. $36.64 to fill my tank and $50 on top of it made for a very nice tip.",2020
post-6488925,Monkeyman4394,"Aug 31, 2020 at 11:41 PM","We have a traditional French crepe shop downtown. It’s my third stop of the day at this place. On the third stop it’s standing-room-only. I tell them I’ll be sitting outside in my car. Family of four walks up. Mother, father, two little girls in berets, presumably to get in the French spirit for the delicious crepes they’ll soon be experiencing. Father looks inside, consults with mother. Girls in their berets look crestfallen. Family walks away. The universe quietly weeps.",2020
post-6450145,LyftUberFuwabolewa,"Aug 15, 2020 at 12:52 PM","I pull up at the pick up and a young hipster with his mask hung over his wrist comes to the door.

I put the window down a little and ask him if he would put his mask on please.

That gets me a dirty look before he starts putting on the mask.

The window goes up. The hand canceled the ride. The car drives away.",2020
post-6457379,LyftUberFuwabolewa,"Aug 18, 2020 at 5:36 PM","It’s a pick up at a Starbucks. Before arrival I text “please have your mask on before entering the vehicle. Thanks!“. She replies “OK“.

I pick her up and we’re not even out of the parking lot and I hear the crinkling sounds of a paper bag and I looked back and the mask is all the way down and she’s eating. 

Mind you I have blatantly obvious Signs in my car about no eating. Plus I had already asked her to have the mask on before getting in the car. Would anybody in their right mind thinks that means you can take it off once you’re inside?

I canceled the ride and pull to the curb. I open the automatic door and tell her that I can’t take her because she won’t keep her mask on.

She says she’s willing to put it back on but I’m done talking. Sure, I could say “I just asked you to have your mask on before I even arrived” but why bother.

In my experience if they pull the mask off once during the ride, before you’re even out of the parking lot, it’s going to happen over and over again. The only thing these people understand is waiting or walking.",2020
post-6406195,Dave Bust,"Jul 28, 2020 at 9:51 AM","They had rented the house for a week and had to take their trash with them.

I pull up and say,,is the trash coming with us? And they say yes,,,and so is the pitbull he is my service animal and you cant cancel the ride like the last driver did or we will report you to UBER.

I said no problem,,,let me turn around and back the car in so you can load the trash in the trunk,,,they said GREAT,,THANKS!

I took off,,got my cancellation fee and reported to uber that the pitbull was chewing on my tire. LOL",2020
post-6482693,LyftUberFuwabolewa,"Aug 28, 2020 at 9:06 PM","I’m approaching an intersection and a hotel shuttle bus runs a red light(I had the green) and turns going the same direction I’m going cutting me off. Then he only goes about 10 miles an hour. I gave him the mandatory beep of the horn. 

The road opens up to two lanes going our direction and now he decided he’s going to do that NASCAR move of zigzagging back-and-forth cutting me off so I can’t pass.

Eventually we come to an intersection with a light and he had to stop. He picks the right lane so I pull up next to him. His window is down so I put my passenger window down so we can chat. I point to each of my cameras and say “you this, this is a camera” “you see this, this is a camera” “you see this, this is a camera”.

Yes I have muchos cameras.

I told him I was going to send the video to his boss. The guy acted really aloof trying to show that he didn’t care. He pointed to his belly, I’m not sure what that means, then he held up some drinks he had in a drink carrier from a takeout place, showing them to me. Again not quite sure what that meant.

So when I was done driving I uploaded the video to YouTube publicly. I mentioned the name of the hotel which is clearly visible in the video. 

I narrated the video with text, pointing out that you can clearly see I had the green light (and their driver ran the red light), and pointed out his road rage activity.

Protip: if you’re going to road rage, don’t do it in a company van with the name of the company and the phone number plastered all over the vehicle.

Once I had the video uploaded I contacted the hotel company, AND the parent company on Facebook and Twitter. I mentioned the driver's behavior and noted that he seemed ""intoxicated"".

Got immediate responses. Don’t know if the guy will get fired but I doubt it made his day any better.",2020
post-6483619,Cvillegordo,"Aug 29, 2020 at 10:17 AM","Yesterday I decided to try Uber Eats for the first time. The experience was mixed; a few deliveries were smooth and paid well, but others were not smooth and paid peanuts for the time spent. While returning from a nice $25 ride to the Trump winery 25 minutes south of Charlottesville, I accepted a ping for a delivery from a Smoothie King along my route. When I arrived, the first annoyance was having to park about 50 yards away from the restaurant. Then, stand and wait to speak to someone. FInally they hand me the order; a large smoothie, in a cup, dripping purple smoothie goo, no napkins, no straw, no cup holder, no bag. I asked for all those things and went out to the car, managed to strap it in so that it wouldn't spill. Got a phone call from the customer. He is a conductor on Amtrak, the train is in the station, and I will need to park and walk over to the last car in the train to give it to him, as he is still checking passengers on board. (AYFKM?) I explain that I cannot park, he will have to walk over to the parking lot, he says that is not possible. So we have a bit of a dilemma. I have no choice but to proceed; and when I arrive, sure enough, I see a sizable crowd with no open spaces anywhere near the train. (Our train station is pretty small, but the parking lot is a pain.) I call him again, and then make three circuits of the parking lot waiting for him to come out. He finally walks over, super nice guy, apologetic, thanks me repeatedly. No tip. For this 27 minute ordeal I earned $6.06. **** Uber Eats. I prefer people.",2020
post-6485222,Coachman,"Aug 30, 2020 at 1:27 AM","Nino.

",2020
post-6482236,Ozzyoz,"Aug 28, 2020 at 5:00 PM","A flaw previously allowed me to see Uber customers real phone numbers.

",2020
post-6484468,UberBastid,"Aug 29, 2020 at 6:32 PM","Was behind a Prius with an Uber sticker in the back window.
Looked like a 20 something puke driving.

Sticker on the back window - RIGHT next to the Uber sticker:
""
I wonder what his rating is ...",2020
post-6484501,OldUncleDave,"Aug 29, 2020 at 6:59 PM","Our second runner up, Ladies and Gentlemen, is a under 20 man, in a tract housing suburb. Pick up address is third house from corner. As I enter the neighborhood, he is standing in the middle of intersection, waving me down. I swerve to miss him, and stop at address. As I try to get my heart beating again, he runs up to my car. ""Why didn't you stop? I was flagging you down!"" I cancel the ride, unsafe pick-up location. As his hand is on my door handle (locked), I pull away.

First runner up.1AM A iffy neighborhood, but not bad. Just old. House in cul-de-sac. At 1:30 on timer, I text pax (address, I've arrived). At 3 minutes, reply, ""We're out front"". Then, "" On street"". A I look around, nope, no one here. I turn my car around, then I see them. 3 people, dressed, well, let's say they had been partying. Each carrying an 18 pack of Bud Light. As they get to my car (I didn't move, they had to walk it) I crack my window, do the name game. She asks, ""we don't have masks, is that ok?"" I just got a freebie pack from Uber, so my reply was going to be, ""you need a mask, but I got you covered"" and give them masks. But, as I said, ""you need a mask"", the man said, "" F YOU, B##CH!!!"" and walked. Ok, I cancelled for no mask, got praised from Uber, and made $8.00 for the cancel.

And the winner is......
Pulled up to a bar, 11:00 or so. Still early. 2 twenty somethings ladies, college girls(?). One was on crutches, big cast on her ankle. As she was trying to get in, my YEARS of experience with crutches allowed me to offer advice, ""Butt first!"" They both laughed, and the trip was comparing injuries and stories. $10 fare, $10 tip!!",2020
post-6477306,mch,"Aug 26, 2020 at 1:51 PM","In today's throwaway ""Imma get mine and eff everyone else"" society, It's good to see there are still people who carry themselves with class and sophistication. It's also good to see people living within their means and patronizing services they can actually afford instead of being cheap, entitled, parasites.

To the anti tipping crowd. Keep trying to justify your part in the ruination of decent society. You can bloviate with paragraph after paragraph of excuses as to why you are cheap scumbags but at the end of they day we all know its all just BS. So beat it with that nonsense and suck on my pistachios!

Below are a few examples of how successful people conduct themselves. Take note and start taking some pride in yourselves.

&#128514;&#128514;&#128514;&#128514;



",2020
post-6424110,The Gift of Fish,"Aug 5, 2020 at 8:09 AM","Both companies take liberties and tell pax that they are welcome to our resources that are not Uberlyft's to give, and making choices for us that are not theirs to make. Which of these liberties are/were the ones that annoy(ed) you the most? Pick the top three.",2020
post-6466697,Lone wolf hunting,"Aug 21, 2020 at 6:59 PM","Had a Karen and Bob in my car the other night. The dude says, “gays sick and disgusting. That f*#ng f###t wants to be a wife. Gross.” The Karen, “oh and those nasty black tr*#ns” they have a show. So disgusting”.
The trip was really short and I just ignored it. Dumped their sick asses off 5 minutes after picking them up. Too lazy to walk a few blocks. I’m an average middle aged white guy but I don’t like that kind of talk. If these pax get in my car and forget I’m there they gonna be reminded when i kick them out and cancel the trip.",2020
post-6476325,MyJessicaLS430,"Aug 26, 2020 at 12:51 AM","This evening I delivered 5 pizzas to a mansion in the Memorial Villages, which is an upscale residential district in Houston, TX. My customer Steve called me saying that his place is difficult to find in dark. While I used to have a number of decent rides from the Memorial Villages, this is my first time to be in the area after sunset. He told me to specifically look for the mailbox 11XXX and take the driveway beside it. Can you picture yourself illuminating almost every mailbox on a poorly-lit road with a phone?

Somehow I managed to find the said mailbox. Locating his mansion has then become a lot easier (the only mansion with lights on) and he was waiting outside. As I was unloading, he asked 'can you drive me to Trader Joe to grab some beer?' He offered me $50 upfront. What a surprise. The trip, including waiting time, took about 40 minutes (one way 4 miles). On the way back, he added a brief stop at an ATM and gave me another $20. After he thanked me for the ride, here came the classic line 'I will take care of you in the app'. As of this moment, the promised tip for pizza delivery has not shown up yet.

My wallet was then inflated by his $10s and $20s. What has actually caught my attention is a $10 banknote with a completely different design. Mr. Hamilton depicted in the older version also looks older than his 'recent portrait'. The older banknote (upper) was printed in 1988! Perhaps its value will multiply by folds when my hair turns white!

",2020
post-6482754,Young Kim,"Aug 28, 2020 at 9:29 PM","So funny and ironic! I'm in the south side of Chicago on wabash and 26th. There's a lot of gang violence shootings around here. A not so nice area. And the restaurant I'm picking up pizza is named ""Dead-Ass Pizza!
",2020
post-6465119,Mkang14,"Aug 21, 2020 at 5:18 AM",If you experience insomnia do you still RS the next day? How do you keep it from effecting work?,2020
post-6482433,Young Kim,"Aug 28, 2020 at 6:50 PM","This is a new one for me. I'm sitting here waiting 30 minutes by the 31st street harbor beach in Chicago. 2 passengers, one who ordered ""laura"", lost her iPhone on the beach and is desperately looking for it. Picked her up in downtown, now brought her to the beach to look for phone. Waiting a long time. How long is a reasonable time to wait until I call her? (Afraid it will be awhile)",2020
post-6472756,FLKeys,"Aug 24, 2020 at 2:15 PM",This past Friday I went online like I typically do at 5:00 PM while finishing up at my day job. I have been leaving the app on 24/7 until I time out. in Florida we have 12 hours of driving time before we need a 6 hour break. Well 11:00 PM Sunday when i turned the app off I still had 5 hours and 8 minutes driving time available. One of the slowest weekends I have had since things opened back up around here.,2020
post-6450121,Saquan,"Aug 15, 2020 at 12:36 PM","so many lately during this panademic here in rochester ny, been getting ping for this young sexy black working female from the same hotel every friday saturday night it seems.


so she put the conversation to the mouth last night and asked me what it would take to get free rides for the rest of month if she has a client that doesnt pay her uber.

what would you all do in that situation lol

i politely passed but was tempting",2020
post-6420925,redrackham,"Aug 3, 2020 at 7:23 PM","Accepted a ride this morning and followed Uber navigation, which led me into a dirt road and eventually to a huge puddle - where I still am after more than 3 hours. Called the rider as soon I became stuck and he told me ""dude, you are on the wrong road"". Waiting now for a 4WD tow truck with winch. Cost at me expense, approx. $300 AUD.


",2020
post-6472276,UberNLV,"Aug 24, 2020 at 10:00 AM","This was probably brought up before but about how many of your passengers give you a tip? 
for me I’d say about half or a little less than half. 
somedays almost everyone tips other days no one tips.",2020
post-6460840,MyJessicaLS430,"Aug 19, 2020 at 9:51 PM","Perhaps the behaviours below are a part of TX culture. I can't help but to curse those who use the road improperly.


A considerable number of drivers do not accelerate to match highway speeds which defeats the purpose of entrance ramps. Cars therefore pile up, hence increases both the difficulty and risk for drivers behind to merge. Moreover, this is also the cause of congestion of feeder roads.


Why don't plan ahead? Whose fault it is to miss an exit? Texans, please be considerate. Use the next available exit if you miss yours. Some even have the nerve to cross multiple lanes to exit from the far left without signalling. Such selfish and reckless act can lead to a chain of accidents. Is sparing a few minutes of time really worth the consequence to bear legal and financial responsibilities for collisions and subsequent injuries, if not death?


Most highways covering the rural areas have signs that read 'no trucks on left' or 'left lane only for passing'. I always wanted to drive a tank to crush those older Prius / Corolla, U-haul vans and even 18 wheelers occupying the far left lane. Most of the time, these vehicles travel below the speed limit which is extremely annoying. A lot of sections of I-45 toward Dallas have been under construction for donkey's years, leaving only 2 lanes available. How do you feel if you were behind a vehicle on the left lane that is travelling at 60 mph in parallel with the adjacent vehicle while the limit is 75 mph?


It is already ridiculous enough on the right lane. This dangerous behaviour imposes more threat to the left lane traffic. Drivers behind may misjudge the speed and fail to slow down accordingly. What's worse, the driver behind may attempt to swerve to a pre-occupied adjacent lane. Not sure whose fault it is. The person driving below the speed limit or the driver who swerve as an evasive manoeuvre? If those people are not confident to drive the speed limit, take a bus or request a Uber. From my point of view, driving too slow is far worse than 'reasonable speeding'.


Thankfully Houston is not a city for walking or cycling but I do have a few encounters. To name a few, joggers crossing a road under orange pedestrian lights; students in a group marching at their own pace; housewives crossing multiple lanes from one side to another with kids; cyclists without a green arrow light expect oncoming traffic to yield, etc. They certainly have the freedom to die but definitely not the right to get innocent drivers involved!

For me, I vote #2 for the most despicable road usage. Please feel free to name any behaviours that your despise of. Enjoy your evening.",2020
post-6459268,cpap12,"Aug 19, 2020 at 11:58 AM","Hey guys did anyone see this article?


I'm hearing more and more of this especially in the nj/somerset/middlesex area where its been more prevalent than not but its happening across the country--especially with white crossovers--hearing more and more of this--don't know why white GMC crossovers but hey maybe they get a discount at GMC.

These bad cops are using Uber vehicles to pick people up, spying on conversations and god knows what else.

I'm hearing more and more of these so called undercover bad cops posing as Uber drivers.

Thats horrible business for Uber.

I'm not sure they would be happy with this crap going on.

You cant trust any Uber driver especially if you want to talk on your cellphone or what not.

Think about it. You are on your cellphone and some bad cop is listening or recording your information or worse off cloning your phone.

Its horrible especially in light of warrants not being used either anymore and all of the so called secret courts and such.

Its bad business or Uber. I feel bad for the company.

Hopefully the company and rectify it and take it to Washinton D.C. to figure it out because people aren't safe.

Its like the wild wild west all over again.

Anyway just wanted to warn people. Be safe everyone.",2020
post-6470147,Young Kim,"Aug 23, 2020 at 6:29 AM","Got a ping tonight Saturday night/Sunday at 1:43 am, in Cicero, IL, pax name ""M"". She was going to 95th and the Dan Ryan in the South Side of Chicago (a 23 minute ride). She came into my car and asked what radio station I am tuned into. I told her ""easy listening"" 93.9 (what you would hear at the dentist's office). She said she loved it and asked me to turn up the volume, which I did. Then she told me she was drunk, and asked if she could drink out of her bottle... (I did inform her of the laws). Then the desultory and strange conversation started... First, she kept on asking me if I was a cop... I told her ""no"", and that it would be silly for an undercover police officer to pose as an Uber driver. She then asked me if I am going to take her to prison, upon which I again said no. (She asked this multiple times as well).

She asked all about my musical tastes, and I told her all genres, and she kept talking about her favorite music groups. Then, she started asking me about my religion when she saw my cross, and tried to make a connection. She went through how she was kicked out of Catholic school and is now a Lutheran. M told me repeatedly during the ride that she was currently running away from her husband, that he was crazy, and she needed to get away. She didn't have a job... She kept on telling me that I should never get married, and that marriage is a disaster. She then asked me my age, and I told her ""28"", and she said, ""Too bad, I am 50"". (The passenger I would say did not seem at all drunk, and I did not see or smell any bottle of liquor). 

Then she told me her pivotal moment in her life (positive) was when she found the Holy Spirit and Jesus. M then told me her lowest point... when she was 8 months pregnant with her son (who is now 22), she was intoxicated with alcohol and got into a car crash on Lake Shore Drive in Chicago... and was arrested. She had to be induced for labor and then DCFS (Department of Children and Family Services) took away her son for a while. Then she told me her life story which was full of tragedy.

Then she said a few things which were so strange and somewhat funny... (During the ride, I patiently listened and tried to be a good listener). She cried momentarily because she said I was so understanding, and she that we had a deep connection. When I told her that I had an older sister by 2 years, she replied, ""Whoa! That is crazy! How did THAT happen?"". (I thought to myself silently, ""Well because my parents had intercourse two years before me""). And at the end of the ride she said she would not leave my car and kept talking, asking me if she could request me again. I had another ride stacked after, so I politely told her I must leave. M then said, ""Then please tell me a parting Bible verse that you like, which could help me"". I thought for just a moment after her difficult life, and I replied, ""Hebrew 12-10: ""They disciplined us for a little while as they thought best; but God disciplines us for our good, in order that we may share in his holiness."" Her face lit up and she said the verse really helped her, she left the car, saying that she and I will meet again...and that she would request me again. 

Interesting lady... I wished her the best, and moved on.",2020
post-6471813,TCar,"Aug 24, 2020 at 12:33 AM","I really thing that this song, circa 1966, is a picture of today. Think so? Don't ?
BTW Spoiler, I love this album!

Also known as my MANTRA song!

HELP i'm a rock scene 2....

Update, new greatness...
Also check out (one of the top 50 or so greatest albums with FrankZappa ""Joes Gorage"")
Just Sayin...

",2020
post-6467868,Stevie The magic Unicorn,"Aug 22, 2020 at 6:16 AM","So I had a cab fare last night,

Customer was listed at “cash up front”, I recognized her, she was a scumbag security guard who worked at one of the TV stations in town, screwed me over the entire amount of the cab fare. If anything she was heftier then the last time I took her.

meaning they have a history of non payment with the cab company. And it’s a very smart idea to invoke our right to demand payment up front.



So I roll up on her place or business.


“Hang a right”


“Whoah there, I need to know where your final destination is and you need to pay me before the ride”


“That’s not how taxis work”


Miss, that’s how it’s going to work because it appears as if you have a history of non payment with us. I’m sorry but that’s the way it’s going to happen.


“That guy lied, I paid him, that was forever ago.”


Well someone is lying, I think I’m going to ask you for the $22.00 you owe ME before I’ll considering taking another $22 to give you a ride today. To.. whichever apartments you live at.


“$40 that’s bullshit”

“$44 actually or you can walk”

“I don’t have it”


“Please exit the vehicle”


“How am I supposed to get home? I got banned from lyft.”

:roflmao:",2020
post-6468493,SleelWheels,"Aug 22, 2020 at 2:30 PM","So I pick up a pax yesterday, he gets in the back, has a garbage bag full of stuff in one hand and a Heineken in the other. The Heineken is unopened.

He needs a Lyft because he’s been in an accident earlier in the day. No ordinary accident.

My man was in a funeral procession at the time with his girlfriend, and his girlfriend’s mother’s ashes, when he was hit. Apparently hit hard enough for the air bags to go off.

The procession moved on, however as he was getting checked out in the ambulance his car got towed with, you guessed it, mama’s ashes too.
(Plus he’s in the middle of a divorce and half of his clothes were in his car)

Poor guy couldn’t catch a break.
I drove him to a hotel where he’s temporarily staying and somewhere along the journey he opened and guzzled the Heineken. I didn’t realize it until we got to the destination but oh well, dude probably needed to calm his nerves.

Wonder when mama gets put to rest?",2020
post-6468146,LyftUberFuwabolewa,"Aug 22, 2020 at 10:55 AM","I still have people who come up with no mask on, stand right at the door, read the signs, stand there's some more and wonder why the door is an opening.

",2020
post-6465152,Young Kim,"Aug 21, 2020 at 5:49 AM","This stuck out during my daily sojourn in the north side of Chicago. Had a pax, who told me he told me directly, ""I'm a porn star"". Really... just told me with a sense of pride. He told me that it was difficult to work during this time of covid. He said he really enjoys being one. He talked about the freedom to choose his own projects/scenes and make his own schedule. I did not ask him to get into any details. Usually I am really curious about my pax and inquire deeply about their work lives if the conversation is going especially well. But in this case, I really did not want to know.",2020
post-6461486,June132017,"Aug 20, 2020 at 2:54 AM","
I would hate to have this guy as a PAX.",2020
post-6458792,Stevie The magic Unicorn,"Aug 19, 2020 at 7:27 AM","So Monday evening I pick this woman up from a house to take her home. She’s toes to the curb and park my car and I have my mask on. She holds up a finger and quickly gets a mask on.

She gets in and “god this things disgusting”

my first reaction

oh shit, did someone leave something nasty back there? Did someone make a mess? Oh shit oh sh....

“Mam is there some kind of mess back there?”

“no it’s this mask my ******* friend gave me to use, it smells so bad.”

Thank you Jesus, shell never notice how disgusting this taxi is now.,.

“You don’t have to keep it on, just put it on once we get to a business, umm where am I taking you to anyway?”



So maybe there’s a hidden upside to these mask mandates.",2020
post-6455722,Tommywatson121,"Aug 17, 2020 at 11:05 PM",Fact Uber are paying the drivers less then what they are charging the riders I had checked at least 3 different riders and Uber are under paying by at £2,2020
