Post,Name,Datetime,Story,year
post-6438020,The Gift of Fish,"Aug 10, 2020 at 8:56 PM","Even during the longest economic expansion in recent times - throughout an ideal boom economy, Uber was unable to make even $1 in profit. But now the boom is well and truly over and global economies are crashing. Uber's rideshare business has been decimated and its losses are growing larger than ever. On top of all that, California and New York; two of Uber's largest markets, are about to force Uber to pay employee benefits for their drivers. It's not looking good.

Uber currently has $7.8bn remaining in cash and cash equivalent assets. Its current cash burn rate is $2bn per quarter. At this rate, Uber will run out of money in about a year. Conveniently, Dara says that Uber will be profitable by Q4 2021, about a year from now. However, Uber has missed all other promises of profit that it's ever made. And those promises were made - and broken - back when the economy was booming. Dara has given no information on how Uber will reach profitability within the year. It actually looks now like the end of Uber may finally be in sight.

Can Uber suddenly and magically find a path to profit in spite of all of the above before the money runs out? How? Or are they just rearranging the deck chairs at this point?

Tick-tock.

",2020
post-6438299,Young Kim,"Aug 10, 2020 at 10:49 PM","Had a pax today from the city around 4:30 pm. Drove him to Rivers Casino. While on the trip, he was on the phone, talking to different people about a lot of new and different items to be bought and then sold. He was asking the other guy about pricing and sending pictures during the entire trip. They discussed various items and what they would be worth. It seemed to me that so many of the stolen items from Michigan Ave, Chicago, ""Magnificent Mile"" which were collected by looters downtown last night will be bought and sold. This reminded me of June, when the George Floyd looting occurred. After, I lots of new items on sale on Craigslist Chicago for very cheap. I remember looking for a new Vitamix blender for a friend, and when I looked on Craigslist, I saw pictures of open trunks with new blenders for sale.",2020
post-6441486,Young Kim,"Aug 12, 2020 at 3:55 AM","Due to the downtown lootings in Chicago yesterday, Uber was tough today. It was hard and next to impossible to get to certain pickup locations today, because of yesterday's lootings downtown. A lot of streets were closed, even I think up north. I was driving get into downtown from the South Loop and all the exits appeared to be closed until you passed downtown. Traffic was really bad. I heard the bridges were up as well. I believe that due to caution, even some of the malls up north had closed streets. I had an UberEats pickup today at a Red Lobster and as I tried to get close to the restaurant, you couldn't turn left onto Touhy from McCormick. So I entered the parking lot, and again, blocked. Then I steered around counterclockwise...still blocked. Had to finally cancel the request because I saw no way to get to my pickup location. The looters last night made an entire city gridlocked, and made it painfully difficult for me to get to my pickups. I hope the looters reflect on what they did and realize they didn't just cause broken windows and stolen goods. . ",2020
post-6425565,Kilroy4303,"Aug 5, 2020 at 7:55 PM","Does this actually happen? 

I mean are some of the drivers that STUPID or are they just bullsh***ing?

I am just curious. I have hard some of the stories and cant believe that it would actually happen.",2020
post-6436789,FLKeys,"Aug 10, 2020 at 11:51 AM","Over the weekend I get a comfort pick-up request and when I see the name my first thought was email scam. You know, the ones that promise you millions. Pick-up is at one of the high end resorts and was a 22 minute ride. I get there and see a person that just screams prince, I get a small chuckle from my earlier email scam thought. He was dressed very similar to below. He also had a couple leather bags that just looked expensive, similar to the ones below.

It was obvious it was the first time he used Uber as he asked me several questions on how to use it.

We get talking and he was upset there was no limo service available, and the resort he booked (avg $459 per night) was a dump. He took a limo from the airport to the resort. I ask him where he was visiting from and he tells me Nigeria. I laugh to myself, Nigerian Prince, they do exist. His destination is another high end resort that charges around $1000 per night.

Really nice guy mainly just talked about things to do while he was in town for a week and what my favorite restaurants were. He wanted to go offshore fishing so I gave him a card for one of the captains I know, the card has a unique identifier on it and every 6 offshore trips booked from my identifier earns me a free 1/2 day offshore trip. I have done 2 fishing trips now.

He dropped me a $100 tip, been a while since I got a $100 tip, think that makes my 3rd in the nearly 2.5 years I have been doing ride share. I suspect I won't get anymore rides from him as the resort I took him to has their own car service.


",2020
post-6435651,UberChiefPIT,"Aug 9, 2020 at 10:02 PM","Got a ride request for someone with that rating today. How are they not kicked off the app as a rider? LOL.

Tried to take a screenshot, but didn’t get it fast enough before it auto-declined off my phone.",2020
post-6439114,kingcorey321,"Aug 11, 2020 at 10:11 AM","
They cant even park there car in a spot . Blasted out on weed. What is the world coming to ?",2020
post-6436454,LyftUberFuwabolewa,"Aug 10, 2020 at 8:37 AM","I get a ping and a few minutes before I arrive I text “Hi. Please have your mask on before entering the vehicle“.

I arrive at the pick up and a knock-kneed fatty who was so fat that he waddled when he walked and his shirt didn’t cover his massive belly.

He was morbidly obese, probably with diabetes, and he was an ethnicity that has been hit very hard by the virus. There’s three strikes right there.

Sounds like the kind of person who would definitely have to worry about COVID-19.

Do you think he had his mask on? Come on guess. I will wait.

I canceled for no face covering as he was still waddling after my vehicle.",2020
post-6417559,Mkang14,"Aug 2, 2020 at 3:37 AM","Have you had a RS moment when things got spooky, chilling?

I'm sure we all had several. After all driving is listed as top 10 most dangerous jobs.

Had an odd encounter that was american psycho in feel. A really well dressed guy, clean cut gets in my car. As we're driving I notice the destination is in the mountains, just trees. The guy was really quiet.

All that was around us were trees. Then the gps signal got lost. I asked him, if it was just down a little further and he quietly answered that he didnt know. Then an image popped in my head. That I would be driven into the creepy forest and murdered.

It would be the perfect opportunity. No network connection, isolated and something is off about the pax. Then a calm &#128524; came over me as I accepted the possible fate.



In the end it turned out fine. There was some sort of event hall. I dropped him off and somehow made it back out.",2020
post-6434105,MarcG,"Aug 9, 2020 at 9:46 AM",Anyone else listen to Billie Eilish while Ubering? Seems to be the perfect mood music to ease pandemic related stress and anxiety felt by all Uber drivers and passengers.,2020
post-6433957,Young Kim,"Aug 9, 2020 at 6:39 AM","No matter how bad I think it can get, it can always get worse. I dropped off a pax who lived in an abandoned semi (front part of a semi where engine is--there was no rectangular long storage box attached). I thought he must be kidding at first, but when I drove him right up to the semi, I saw him get out and climb into the front of the rusted white semi, which was in a dirt parking lot that looked full of old abandoned vehicles west of the City. I suppose it is one step above a tent. He said he was doing okay until about 10 years ago when he cut the top half of his left foot off in a lawnmower accident. So now he is unable to work. Most kind and gentle guy you can meet.",2020
post-6433963,Young Kim,"Aug 9, 2020 at 6:51 AM","Weekend nights, I talk to most all pax... Very nice friendly pax, devout Muslim, 48 years old he said. He told me that he was a medical doctor in his home country of Pakistan. But he came to the US and is now a math teacher. He told me that he wanted to meet an American Muslim wife eventually, but she must be impeccable. What I asked what is criteria is, he said that she must not have dated anyone before and is a virgin. At his age, with a modest income, in the USA, I figured his wait may be... 4ever.",2020
post-6425025,Young Kim,"Aug 5, 2020 at 4:12 PM","Had a pax, he was from some european country I could tell because of his accent. He was drunk and he was calling out to young women as we drove south on clark street by wrigley field. He wouldn't stop, and one of the girls started filming him.",2020
post-6432497,FLKeys,"Aug 8, 2020 at 5:35 PM","Not available in my market, well officially not available.

Pax asked me if I could shuttle them around for about an hour said he tried to do hourly but it was not available. We settled on $60 cash for 90 minutes and doing the ride on Uber app at regular rate. Ended up with $31.52 on app and $60.00 cash for my wait time. We made 4 stops drove a total of 9.3 miles went over time by 7 minutes, total ride time was 1 hr 37 minutes. Plus they bought me lunch.

Most likely made more on that trip than I will make the rest of the night.",2020
post-6433958,Young Kim,"Aug 9, 2020 at 6:44 AM","1 pax stood out. Picked up a retired chemist with groceries downtown Chicago. I drove him to his condo. He asked me to help with the groceries. He said very casually that he is a Quaker who now manufactures DMT underground. And he said that after his wife died (married over 50 years), he realized he was gay. And is in a relationship now. That really stuck out for me... A Quaker who now manufactures DMT. I can hardly imagine.",2020
post-6434190,UberNLV,"Aug 9, 2020 at 10:50 AM","Once I pulled up to the house that was the pickup location and there were several people and a couple of cars in the driveway and only two people get in my car. I drive them to another house about a half mile away and the rest of the people at the pick up location followed us In the cars that were in the driveway. 
why did they even call an Uber? Even if they needed to do two trips it was such a short distance it would not have taken long.
i don’t really care. It got me one more ride toward my quest.",2020
post-6415539,Young Kim,"Aug 1, 2020 at 5:23 AM","Been offered drugs before, but never Ayahuasca. Lady pax said she'd invite me to a free ceremony guided by a shaman who passes thru chicago. She said she met and touched Jesus's feet in a healing ceremony. Said I'll meet and bécome God. Maybe see aliens. Pretty interesting woman.",2020
post-6430084,ANT 7,"Aug 7, 2020 at 4:42 PM","I'm done with this shit. Not taking them anymore.

People are using these now for 3 minute trips, thinking they'll get actually get a driver ""if"" they schedule a car, because lots of us have trip info now, and won't pickup these trips. They usually take more time to get to the car than bloody the trip takes.

These used to be airport trips almost exclusively.......sigh.",2020
post-6430649,Colin flannery,"Aug 7, 2020 at 8:56 PM","My acceptance rat has not changed for 12 days stuck on 84%
I accepted 2 rides yesterday,only to be cancelled saying something went wrong.
Any ideas.",2020
post-6391782,SleelWheels,"Jul 21, 2020 at 10:20 PM","Picked up a pax today getting off her shift at a senior care facility. Her work ordered pizza and she got in the back with two pizza boxes in hand.

We’re driving and she asks if she can eat pizza, she was almost scared to ask, offers me some, I say no thanks but go ahead if she wants to eat.

Pull up to her destination, she gives me a $5 cash tip as well as a $5 tip in the app.

If pax have food and want to eat go ahead, if they have a service dog, that’s fine too. (Last Service dog I had owner tipped 10 bucks) I get tipped well for not being OCD about the back seat of my car.

Then again I’m not tooling around in a Lexus or anything but even so, pays not to be uptight.",2020
post-6426291,JMpapichul0,"Aug 5, 2020 at 11:55 PM","Random story I read today:

",2020
post-6426539,MyJessicaLS430,"Aug 6, 2020 at 2:31 AM","I had 4 kid's meals as my first delivery of the day. Usually I cancel whenever an order is not ready for pick up. This time is an exception since I wanted to grab some kolaches near by. After coming back for the order, the person apologized saying that he needed more time for the chicken tenders. Wait! What? What kind of mother is that ordering chicken tenders for 4 children in the morning?

The mother Barbara has left a very detailed direction to her apartment. When I arrive, I could not see the keypad as mentioned. She had the nerve to tell me to enter through the guest entrance and bring 2 bags of kid's meals to her on foot under 90oF. No. This is not going to happen. After the count-down had started, I reclined my seat looking forward to claim those chicken tenders.




As I was about to turn off the hazard light, somebody honked behind me. Then I saw a woman walking toward my car. 'For Barbara?' she asked. I stared at her for a few seconds without saying a word. She then asked 'Are you postmate?' Here is my reply - Very interesting. You told me to walk to your apartment but you drive to me. Fortunately, I am not dumb enough to walk. She explained that there are separate gates for entry and exit. Before she finishes, I said 'You want your food or not?' Not interested in her nonsense. Why didn't she tell me to meet at the exit gate then?

Curse me all she wants. Unlike Eats, there is no rating system. Go and @@@@ yourself Barbara. As expected, no tip. Want to know the funny part? She put a chicken tender into her mouth soon after the bags had left my hands! I feel sorry for her kids LOL

",2020
post-6423504,OldUncleDave,"Aug 4, 2020 at 10:59 PM","I would think we all have that ONE motel. Every pax is a ""working girl"" and the destination is another motel?

I've come to the conclusion that the room is rented permanent, as her office. She leaves for work, kissing her kids goodnight, goes to the motel and changes to her ""work clothes"".

Last night, I got a call, about 1:30 AM. The trip was to a Wing Stop. In a shopping center, supermarket and all. The parking lot was empty, except for 6 or so cars for the grocery workers. She walked right in to the restaurant, door was unlocked, and another girl arrived soon after. This is 2/3 times I've delivered to this restaurant at this hour.

So, what do you think? My guess is an illegal gambling (poker, craps) and these girls were hired for waitress plus other service. Or was it maybe an after hours Bachelor Party?

Any other guesses?",2020
post-6428291,SleelWheels,"Aug 6, 2020 at 9:28 PM","Well, I picked up my most awesome pax yet in my illustrious RS career.

I’m dropping off a pax when I get a text from my queued up pax, ‘I’ll be out front in blue scrubs.’ Which makes sense because I’m headed to a medical park.

So I get there and no blue scrubs to be seen, but I’m right on top of the pin so I wait.

Couple of minutes later pax in the blue scrubs comes running out, yes running, and into my car.

Away we go and I ask her the same question I ask all pax, ‘so how’s your day going so far?’ 

She says, enthusiastically I might add, ‘I just sent my boss an ‘I quit’ email before getting in your car.‘ (that explains the running to the car lol) So with that statement alone, she just went to the top of the charts for greatest pax ever in my book.

She went on to describe this mentally abusive doc who treats all the nurses and staff like shit. Someone else left the previous week, and as an example of office culture the Christmas gathering last year was to announce health insurance was being cut. 

So to recap the awesomeness of this timeline:

Pax calls a Lyft
Pax types an ‘I quit’ in an email to Dr Frankenstein and cc’s Human Resources 
Pax leaves the building and enters Lyft
Oh, this ride has two stops because pax is stopping by 7-11 to pick up some beer at noon before heading to her apartment.

Yes ladies and gentleman, not only is she my hero, but she gets my pax lifetime achievement award until someone takes it from her.",2020
post-6428634,Eco-Charles,"Aug 6, 2020 at 11:48 PM","Looking at all the threads complaining on here about tips, I'll share my history being a ""bad tipper"".

Late 80's-early 90's, Domino's had a if it's not delivered in 30 or 60 minutes (forget which) it's free. We would be complete clowns and block the streets to get free food......never thinking of the driver who got no tip. This ended when a co-worker had a husband that had delivered to me several times....ouch!

As an adult... if I called a place for delivery and they said 20-40-60-2000 minutes I would be fine unless it was late then no tip. The same goes for calling back and asking if they were running behind when they said 40 minutes and now it's 80 minutes and they say another 10 minutes and the driver shows up in another hour=no tip. 

Asking for something that's really important to me like hot mustard for Chinese food or blue cheese for wings. I'll stress and stress that I need extra hot mustard, if none, I can't eat that garage and don't tip. Sort of like going to a bar and asking for a Jack and coke and the Jack didn't come but they can bring it back in 40-60 minutes. 

So basically, if you delivered to me, you had zero 0% chance of determining your tip. Aside from being weird and mowing my yard, everyone else set you up for failure or my base tip of $5 and much more in crappy weather for a 5 minute delivery. 

Just food for thought if you get a bad tip, it prolly might not be your fault. 

I'll extend my thought process to inside dining. If the waitstaff says service might be a little slow or very slow because of this or that like short staff, they get a full and nice tip. If they say nothing and we complain several times over what should be a 40 minute dining experience that turns into 2.5 hours the tip will suffer. The ONLY thing that can really hurt the tip of a waitperson is being the type that knows they will earn 15-30% and they just don't care anything about service.......then they get a nice long winded note explaining exactly why they got the tip left. 

On a side note, I bartended for years, my daughter is in the food service/bartending industry and I might get into driving now.",2020
post-6426382,Young Kim,"Aug 6, 2020 at 12:26 AM","I just came out of an UberEats order from Slice Factory in Oak Park, IL. When I came in, it was closing time. I showed the guy my phone and he said he was on hold with the customer because he could not complete the order correctly. When he got off the phone, he said he would need to cancel the order. I looked sad, so he said, ""Hey, do you want some free pizza? Because I am going to throw out all the slices because we are closing for the night."" I looked back and saw that there were a LOT of slices on the counter behind glass. Each slice from the Slice Factory is very large. So I gathered I can now eat for days, thanks to UberEats and impeccable timing.",2020
post-6422932,SleelWheels,"Aug 4, 2020 at 6:51 PM","I don’t know if this belongs here, whatever.

I pick up pax, it’s grandma and young grandkid. Gram is carrying a car seat for junior.

She loads the seat in the back and buckles him in the seat but doesn’t attach his seat to the seatbelt.

Great, so basically she’s created an ejector seat for the kid, like in an F16 fighter jet.

She gets credit for having a seat for the kid, but yes, still fails miserably.",2020
post-6426055,Ozzyoz,"Aug 5, 2020 at 10:50 PM","She had me stop at few stops in north Minneapolis and took forever to come back. She initially told me that she was in a major accident with a Semi years ago so the poor woman's brain was damaged. She was so damaged that she lost touch with reality. The last stop she had me do was at a gas station in North Minneapolis which isn't the best of areas. She got out and was chatting with people at the gas pump for a good 30 minutes. I had Uber running the whole time for that ride and it was total $42 thanks to her taking an hour at few stops. She never came back at the last stop and ai finally left the gas station after ending the ride, she didn't have her stuff in my car so I was able to leave.

Days later I was able to see a tip from her and I knew she go back home safely.",2020
post-6422575,Ozzyoz,"Aug 4, 2020 at 3:19 PM","Pax never contacted auber regarding lost item. I am using the mask now after letting it sit a few days then sanitizing. It even had a filter for air so I don't have to keep breathing in my own CO2
",2020
post-6420619,Ozzyoz,"Aug 3, 2020 at 4:52 PM","I accidentally accepted a far Away ping and I cancelled right away but the automated customer instructions to call on Arrival were already coming in even after I cancelled and was on the map screen again. I hit OK GOT IT and app sent it, lol it let me respond to a customer I long cancelled on.",2020
post-6421010,FLKeys,"Aug 3, 2020 at 8:10 PM","Hit the trifecta twice today. Normal week day for me 5PM comes along, I turn on the app while at my day job and do a little more work while waiting for my first ping. Pretty much tie up all my loose ends for the day so I decide to head home. As I'm walking out the door I get my first ping. 1/2 mile away on my way home.

Small apartment complex pull in and don't see anyone waiting. I'm there 1:30 and send a message I arrived. at 2:00 I send I am parked in front of the office. I see messages delivered and read. No response. At 5:01 I cancel for no show and pull into a parking spot. 2 Minutes later I get a second ping same address of course the timer starts right away as I'm already there. 1:15 my phone rings. Lady says I cancelled on her and the people I am picking up are still there waiting for me. I tell her I am in the same place I said I was in the message I sent her and that I waited 5 minutes with no response so I cancelled. She says she has no idea where the office is and the kids are at Apt 25. I ask her how old are the kids and she hangs up on me. It is almost 5 minutes now and I see the kids standing near the road. I pull up to them and see they are clearly under 18 and they have no masks. 5:00 is up I cancel for a second cancel fee. As I'm pulling out I get a third ping from her. Of course I accept and pull back in to the apartment complex. Mom calls I don't answer. Mom sends a text, please call me. I wait until the timer hits 2 minutes and before I can call she is calling me. I answer and she goes off on me in a polite way (no cursing) when she stops I tell her I cancelled the second time because Uber does not permit me taking unattended minors and they also did not have any masks on. So mom is fine I'll cancel this time and hands up on me. Bingo I hit the Trifecta, 3 cancel fees from one Pax.

I continue on my way home and get another ping about 5 minutes later. Rider cancels right away. 1 minute later ping, same person, they cancel right away again. Another minute goes by and I get a third ping from them, immediately get a message ""Stop taking my calls *****!"" and they cancel a third time. Another Trifecta with no pay, no loss to me I was still heading home. I get home and select the last ride of the 3 cancels and report it to Uber, I tell them the rider was abusive and obviously discriminating against me. I go back and forth with text message to Uber support, they finally give me a $15 bonus for my troubles, unpaired me with the rider, and will further investigate the riders actions. I suspect they won't do any other follow up but hey at least I got paid.

Been almost hours without a ping now, but tht is typical for a Monday around here.",2020
post-6415251,MyJessicaLS430,"Aug 1, 2020 at 1:07 AM","Contrary to the expectation of somebody swerving into the lane which causes the car ahead of me to brake, it turns out to be a cyclist travelling in the opposite direction without the use of headlights. Alerted by the car ahead, I slowed down accordingly leaving ample distance to react. Otherwise, I would not even have noticed that idiot.




Not sure whose fault it is if he got hit. Why not be made mandatory that all cyclists should also carry liability insurance? It is absolutely the right for any individual to commit suicide. However, can that be done in a more considerate manner without getting an innocent party involved? At the very least, that idiot could have made use of the space for left turn in the median as a shelter until safe to proceed. Note how close he was to my car (doing 40 mph on 35 mph limit at that time). He could have side-swiped my side mirror. I wonder if it is worth to sue that ＠＠＠＠hole; assuming he didn't flee the scene. All it takes is to choose any side street and disappear in dark... There is almost no way to find him.",2020
post-6420126,FLKeys,"Aug 3, 2020 at 12:06 PM","Sunday get a ping at 5:42 AM, 1/2 mile from my house, 6 minute trip NE, recognize the name, I have picked her up before several times. Nice young lady, 19 living on her own, works 3 jobs. No problem, slip on my shoes and head out the door. Get there and see her walking out of the gated community toward me. I say good morning XXXXXX where we going today? She tells me and I am thinking strange that is about 14 minutes SW not 6 minutes NE. I start the trip and of course the address does not match where she said she was going. I tell her she needs to change the address in the app.

She says what app? I tell her the Uber app. She says I did not call Uber I called a Taxi like I always do, your the Taxi, you picked me up several times already. I tell her I know I have picked you up several times, all through the Uber app. She responds I always call a Taxi I have never used Uber. I told her hold on and try calling the PAX trough the App. No answer after several rings. Try calling again, immediately to voice mail.

I tell her I am not a Taxi and have never worked for a Taxi, she has a very confused look on her face. She tells me she paid $48 on Apple Pay for the ride already. I tell her the ride should cost her around $30 not $48. I then tell her that this ""Taxi Company"" she is calling must be acting as a middle man and requesting rides for her via Uber. I told her if she can't change the address I'll have to end the trip. She calls the Taxi company and now they won't answer her either. She would not tell me the name of the Taxi company. 

She gets out and I end the trip instead of cancel it so I have a record of it to report back to Uber. I get my minimum fare ride and head back home. Before I get home 2 minutes away Uber adjusts the trip to $0.00. I click on the trip and and then trip issues and adjustments. Report my issue and instantly get an adjustment to $1.55 more than the minimum fare amount. Click on details and see Uber just paid me PAX paid nothing.

Do I push this more with Uber and try to tell them they are being used as a third party? Or just forget about it?

Can I order a ride for someone else and put their name in as the pick-up name? How is this ""Taxi Company"" doing it?

Reality is this young lady is setting herself up to be taken advantage of. She could so easily get into someones car not having a clue if they were her driver or not.",2020
post-6419762,Young Kim,"Aug 3, 2020 at 5:37 AM","Sad. Had pax who after she got in car, started crying uncontrollably for the entire ride. She told me that her best friend who is 32, with five kids, just died sudden of a brain aneurysm. Father is in texas, and is a bad dad. Her best friend was divorced. No close family, so kids r in bad situation. I listened carefully, and felt just terrible.",2020
post-6409991,UberNLV,"Jul 29, 2020 at 8:41 PM","So I pull up and roll down the passenger side windows so me and the passenger can verify each other. It’s hot out so I roll them back up after we do. And dude is just standing there not making any effort to get into my vehicle. So I roll the window down to see what the issue was, and he says aren’t you going to open the door for me can’t you see my hands are full. right after saying that he miraculously opens the door by himself. it ended up being a minimum fare ride.",2020
post-6375963,Warbishop,"Jul 14, 2020 at 11:44 PM","Hardly any uber drivers in my area at times. Today was no different. I got pinged to pick a woman up at the hospital. So i texted her and asked if she had been treated fir covid or had any covid symptoms. Since its the hospital it makes me nervous. 

Her response was... ummm no. 

The ""ummm no"" bugged me but i let it slide. I get there to pick her up and she gets in. Im polite, ask her how she is doing and notice she took her mask off. I say, mam... please wear your mask, its required. She gets angry and says she doesnt have covid. I said i understood but its still required. She saus shes fine, that it was her boyfriend that has covid she was there visiting. I was very upset. I put her out. Told her to find another driver. She slams my door so hard im surprised it didn't break. She cancels almost immediately and i get a small fee. Later on, i see she got the fee back lol. Unreal. I been driving for years now but im getting fed up fast nowadays.",2020
post-6397527,MyJessicaLS430,"Jul 24, 2020 at 3:59 AM","While asked to take all the paid vacation leaves before the end of contract, I thought to maximize the use of my free time. However, transporting living cargoes does not sound like a bright idea with COVID-19 surging again in TX. This is why I turned to deliveries.

Perhaps I am doing it wrong, that is talking about much more time and miles but for less $ compared with transporting human cargoes. Thankfully, I have identified several chains and more expensive restaurants that always have food ready for pick-up. A majority of customers live in apartments but it is nice that most of them have provided gate codes and directions. People also seem to be more willing to tip for deliveries. I cannot imagine how terrible it would have been without tips / promotions at $ 0.5 / mile.




Does anyone only do deliveries? Any thoughts / suggestions are welcomed.",2020
post-6415410,Young Kim,"Aug 1, 2020 at 3:33 AM",Driving in chicago picking up a dude named Matt. all the bars have mask required signs. I don't see anyone with masks inside. Weird. All people close together.,2020
post-6412570,testa1973,"Jul 30, 2020 at 11:11 PM","Was doing uber tip today and got a phone cl on the way. Pax tried to explain that she cannot undo a thumb down for a delivery to a Male customer. Since I seldom use uber eats app I don't know how to undo it. Tried to explain she can either hit the thumb down button again and or hit the thumb up button. But she kept saying she cannot do it. Told her to contact uber support or I can just take the hit. She said that I don't want you to lose your job since you doing a good job etc.. please help me change it. I send the same thing on inapp chat. But I already had a bad feeling about this. And at end of delivery I just gave the account owner a thumb down. As I expect after an hour, NO TIP for a great job. Lmao",2020
post-6411280,FLKeys,"Jul 30, 2020 at 1:06 PM","I saw the funniest thing last night while driving, wish I had time to snap a picture. I was sitting at a hotel waiting on PAX to get in the car and another Uber pulls up next to me.The driver gets out of his blue van and he has a Polo shirt on, The Left half was Pink and the right half was Black. On the left sleeve and front breast area were White Lyft Logos and on the right sleeve and breast area there were Uber Logos.

I laughed the rest of the night. What a dedicated driver. I have seen his van around many times, I'm going to try and get a picture of him.",2020
post-6412666,Wayne Power,"Jul 30, 2020 at 11:57 PM","Anyone have passengers taking their masks off in the vehicle after they enter with the mask on? 

Anyone have this issue you report them to Uber with the no mask, Then the passenger retaliates against you and Reports you not wearing a mask? 

My new deal is when they try to open the door without mask i am going to drive by them and cancel the ride and give them the bird.",2020
post-6408409,snyder1171,"Jul 29, 2020 at 8:08 AM","


I hope the CEO of UBER gets herpes and dies from AIDS, all they did was disable my option to pick up passengers.",2020
post-6410591,Joah,"Jul 30, 2020 at 1:52 AM","

Unless I see the verified charge I call this B.S 
What do you folks think? &#129300;",2020
post-6403002,Young Kim,"Jul 26, 2020 at 9:42 PM","I conclude an Uber driver really outdid in the world of pranks! I applaud his boldness! In the video jump to 4.06, when he surprises the unsuspecting pax as the ride starts. I wonder what Uber corporate said after? I love how he just gets into the front seat and wants to continue the Uber ride instead of cancelling...

",2020
post-6399466,Young Kim,"Jul 25, 2020 at 1:21 AM","I had a suburban couple during the afternoon in Glenview, IL who I dropped off to their friends' home in Mount Prospect, IL, and they voiced a very strong feeling that the public is ""being had"". They are in the minority of my passengers, but I was intrigued by their intense feelings. They are self employed and own a sports memorabilia company where they make stuff with professional teams' logos. Like shirts, mugs, picture frames with sports' logo designs, etc. stuff like that. They asked me if I personally knew anyone with Covid or had Covid. Before I could even answer, they said, ""Of course you haven't!"" (Actually I had... some of my other passengers). They were (for lack of a better word) outraged. I am sure you have heard such stories before. That this virus is just another ""annual flu"", and stuff like that. And that doing what we are doing is going to cause much greater casualties down the line (from illness, suicide, etc.).

(Edit...I was just dropping off another passenger so I did not have time to write more), but they discussed how this virus is a ""hoax"" in that it is being used to allow the massive transfer of wealth, the greatest in history. They mentioned that the trillions mostly went to big corporations and rich individuals under the PPP and to prop up the stock market. And it was discussed that the stock market benefits disproportionately the very wealthy. They conceded after I then shared with them many passengers I personally had who either had the virus or knew someone directly who had the virus, that there could be a real Covid-19 virus, but that the disease is being blown way out of proportion to take wealth away from the masses and give mostly to the rich... and take from the following unborn generations of Americans. (end edit). 

What do you say to people who are expressing this view? I am not a conspiracy theorist, but I never dismiss anyone's opinion outright. Could there be something that we are not being told which is hidden (an extreme view). Or... is what we are doing as a world causing a ""ripple effect"" that may greater loss of life that we have yet to manifest? As I wrote before, I will follow (but not blindly) the conventional narrative simply because I don't feel I have any authority or knowledge that could refute said narrative. But I am always cautious, because the masses of people have been misled by those in power in the past. And I am sure will be in the future as well...",2020
post-6396693,ANT 7,"Jul 23, 2020 at 8:28 PM","It's been a here battle lately.

Everyone is already sitting on the side of the street I need in the afternoon to stay cool.

In front of 5+ story condos is the best usually, but we've got some huge 60+ year old shade trees on almost every block where I hang out, and those work pretty good too.

I had to sit in the sun today for almost an hour mid afternoon because everyone was home it seemed (working remotely ?)..........:speechless:............it was 85 degrees, and those black leather seats I've got were not my first choice. Was getting throttled because I had a non-stop run going since 1100 AM and was way ahead of the algo's earning curve.

",2020
post-6380433,LyftUberFuwabolewa,"Jul 16, 2020 at 10:52 PM","After more than 14,000 rides I've had it happen twice where when I pull up to a customer who has some kind of cargo they demand I open the back and remain in the car and let them load the cargo.

Both times the riders were females.

The first time it happened the woman told me to stay in the car, I did not, she voiced some displeasure and I acted like I didn't hear her.

Today I pull up and the woman barks at me ""what's your name?"" I told her my name. Since her daughter had a large bag of sports equipment I hit the button to open the back and started getting out. Mom barks at me to stay in the car.

I hesitated and then got out. She again crabbily told me to get back in the car. At that point I told her I didn't want the ride. I explained that I want to see what's being loaded in my car and I want to be sure it's loaded right. At this point she mouth off and says that she was just trying to do me a favor but I can tell you her attitude was total *****.

At no point did she smile or have any kindness in her tone.

You guys know how it is, nobody's going to treat your car as you would. You'll let them load their own luggage into your car and they carelessly throw it in hitting the body and bumper on the way in and then just throwing it into your vehicle.

It really disgusts me the people who treat our vehicles like there's some kind of public transportation bus or train and not like it's our personal possession which we care about.

They want us to come with the car that's in perfect condition and spotlessly clean and then they want to treat it and dirty it however they want.

Have you guys ever had this situation where someone demands you remain seated in the driver seat while they load their stuff into your vehicle? How did you handle it?",2020
post-6406519,Anna12345678,"Jul 28, 2020 at 1:13 PM","My friend pre -ordered uber ride. On July 15th, 24th, 26th. Uber took pre- payment of $ 5.00. For each ride. They took regular fare ride and aftwr the. amiunt of $5.00 supposed to be returned which was before.For the last 4 rides Uber did not return any amount. They did before. My friend is very dissapointed since the own her 20.00 usd so far. Where can she write and how can she get her money back. There is no phone number to call in order to talk to an uber customer service.",2020
post-6405344,MissAnne,"Jul 27, 2020 at 9:55 PM","So after five weeks, I finally got my cast off today. They put my hand in a brace with something they call buddy bands on my fingers. Nice thing is I can take them all off whenever I want to (YEAH).

I started physical therapy tonight and was very surprised at how much range of motion I actually have in my hand and fingers after being in a cast for five weeks. The bones have healed really nicely, and I should be back to typing my 80 words per minute within a month. 

Not sure when I will be out delivering again, still don’t have a lot of grip strength in my hand, so if the customers have drinks, can’t do them.",2020
