clean_story,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_positive,sentiment_type,happy,angry,surprise,sad,fear,year,Name
"Im pretty sure I know the person who tried to get me to accept this ride




I was pretty much the only driver in a big area and I sitting at a x surge when I get a ride request  minutes away For that rate I will usually take the ride but the pax cancelled before the  minute mark OK A couple minutes later I get a ping at x Uber set that rate I was still at x from the same pax OK I get going again and this time the pax doesnt cancel until after  minutes and I get a  cancel fee Well FU too

A few minutes go by and once again the same pax requests a ride at x and I accept We can play this game all night The pax cancels before the  minute mark Now its personal Time to get petty

This time I set my fare to x and I immediately get a ping from the same pax for the th time Score for the pax they are getting the ride cheap I drive toward the pax for about  minutes and when I got within a mile I cancelled the ride A few minutes later while going back to x I get the  ride request to Mexico

The name was different however it was one block away from the pax above so was it a bait  switch or the pax just messing with me I signed off and got a Rockstar at my usual haunt The rest of the evening was uneventful",0.0566,0.095,0.793,0.112,Negative,0.11,0.21,0.05,0.05,0.58,2020,Fusion_LUser
"My sisters first time got overcharged Other than a hypothetical tax rate at  there is no way the food alone can cost  even with tax  in TX Personally I have never used Postmate as a customer but the service fee looks quite high to me She also said the service fee was nowhere to be seen in the checkout screen This act is deceptive and extremely shady What do you think

",0.0043,0.044,0.926,0.03,Negative,0.0,0.0,0.57,0.14,0.29,2020,MyJessicaLS430
"Paid the same as an Uber Xbut for some reason the small box was very quiet the whole ride didnt eat drink or vomit either

Ive dropped about half a dozen envelopes before but this was the first official Connect trip Ive had thru the app

Anyone else here done any yet ",0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.2,0.4,0.4,2020,ANT 7
"First yes I am a total idiot 

Was in a rural area and had a DF set for downtown Received a  minute ping for a  minute trip definitely where I wanted to go 

Arrived saw three people waiting They got in and I started the trip Immediately after my front passenger door opened Delivery bags umbrella empty water bottle etc etc greeted them 

I can only take  

They were super chill and got out 

Canceled the trip and immediately called support After fifteen minutes on the phone the rep said that he had adjusted the trip and to expect a cancelation fee and that he had requested to not count against my CR 

Waited a couple of hours nothing Called again Apparently he was full of BS straight up lied to me 

The first rep had a bad case of the sniffles the second  I kid you not  had ing chickens in the background  

Retrospect probably should have just taken the trip But I am trying my best to limit people sitting directly next to me 

Accepted another   ping downtown got Ill tip you in the app said F it and went home  surge and promotion be damned 

GLH seems to be closed still otherwise I would not have wasted my time with support",0.8758,0.073,0.804,0.122,Positive,0.1,0.0,0.32,0.29,0.29,2020,Benjamin M
Uber is a dangerous Job In  years I am on my th car People make driving mistakes My last was a driver who decided to make a U turn  feet in front of me at  AM at  MPH He hit my passenger side rear tire and flattened it against the frame of the car The cop asked me what had happened in this accident I told him that this idiot in front of me decided to make a uturn in front of me He handed the cop a piece of paper His drivers license from Guatemala No Insurance No registration California plate Farmers Insurance recovered the  repair cost plus the  deductable,-0.95,0.155,0.845,0.0,Negative,0.0,0.11,0.16,0.32,0.42,2020,TheSuperUber
"So I was  points from Platinum Status this morning so I turned the UBER App on after noon looking to get  short rides at  points a piece  to lock in Platinum until the end of January 

Got a couple short rides while I did my Sunday errands

Eventually I got a ride to Pearson Airport TORONTO and then another ride not a rematch downtown

Lakeshore Boulevard was closed and thus it was a special kind of  on Fleet Street

While i was waiting for many light cycles to eventually turn left onto Ft York I heard on the radio that the COVID cases in Ontario had crossed day for the first time I thought perfect I get one more ride on DF and I hang up the keys until things settle for a while

On the th ride from BathurstFortYork to Church  Charles PAX dropped their pin on the wrong condo and I was about to shuffle after texting the woman and her boyfriend why I was on Bastion instead of at her Condo they eventually walked to me She gives me some flack about the address I show where she dropped the pin and that I am exactly where the pin is I tell them I have no info beyond that

Thus the ride begins on the wrong foot

However I recovered when the dude really like the interior leather styling of the my car so we talk about that for a bit I tell them Im impressed that after  rides and  years of driving mainly the night shift that the leather has held up so well She asks me if anyone has every puked in the car I tell her that Im picky about the kind of drunk I may or may not pick up at am She asks me what is the worst thing has happened I tell her the story about the dude that got in covered in blood on Mercer St after being in a full street fight And how I didnt know at the time as it was dark lesson learned about the super late drunk shift No bad pukers though

We are driving up Spadina and turn onto Wellesley 

To make matters worse as I approach Church street there is an Ambulance with full sirens and lights coming up behind me about  cars back as I am at the intersection

There are cars parked on both sides of Wellesley so nowhere to pull over and it is wall to wall cars behind me

As the light turns yellow I make my left turn onto Church Street in the north direction Right into an oncoming Fire Engine coming south on Church The fire truck was in the wrong lane to negotiate the intersection

I did not hear the fire truck because of the Ambulance

We miss collision by about  cm Thats about  inches

Passengers in the back are freaking out with a window full of fire truck I manage to pull onto the east side of Church to take a breather

I told the ladypax Congrats In all of my  years of GigDriving that was the most dangerous thing that ever happened You get to be part of the story She was not impressed

Either way 

And it was also the universe giving me an unambiguous sign to take a good long break from RidehailGig Driving as per my day resolution to stop driving

I hopped on the highway after that and drove home

But Platinum Though For what it is worthless

End of Story",-0.976,0.098,0.849,0.052,Negative,0.09,0.05,0.3,0.27,0.29,2020,Kurt Halfyard
Picked up passenger from airport he starts rapping  N words cracker other gangster rap stuff Then he calls frontier to get refund from frontier and accusations of racism and the flight attendant thought I was a n word his phone conversation was as loud as his rap  He goes on and on with the frontier rep After that more gangster rap  I dropped him off my next passenger found a pair of Izod shorts and  cents Picked them up by waistband did not look for skid marks ha ha  And I did give him a  star  How did he have a  rating ,-0.3818,0.064,0.888,0.048,Negative,0.0,0.4,0.3,0.0,0.3,2020,mellorock
"I drove three pax this weekend with perfect  ratings I found out why with the first one when she told me she prefers to tip in cash I even told her that its no wonder she has a  rating and that its nearly guaranteed that tipping a driver in cash will always get you a  

The other two were anomalies however One of them took about  minutes to show up and snuck a th pax in the back without me seeing Boom  The other was sloppy drunk took it upon himself to switch up the radio and crank it to full volume without asking and was yelling out the window at some people as we passed by another bar just down the street He also decided mid trip to switch the location considerably further away I was intentionally rejecting longer rides at that time since it was last call and super busy So he screwed me over on that as well Yeah  

Thing is Im pretty chill with ratings Ive given K rides and probably  ratings of less than  And the vast majority of those were to pax with crappy scores to begin with which manifested itself once the ride began These two were anomalies They were either brand new or decided to be dumbasses that particular night",0.1082,0.064,0.87,0.066,Negative,0.06,0.06,0.26,0.32,0.29,2020,losiglow
"Here in Richmond Virginia things have been crazy Lee Monument in particular I will be voting around noon and then scanning the news and police activity 

How about you",-0.34,0.082,0.918,0.0,Negative,0.0,0.0,0.67,0.0,0.33,2020,Benjamin M
And he didnt even tip,0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.0,1.0,0.0,2020,ANT 7
"So this news is a bit old 
But its not posted on here so i thought i will share 
Rem uber and lyft when they went public  Those rates got slashed in many areas 
We had to fight for every cancel fee  Many stupid ways to totally screw the driver 
Well here you go 
",-0.721,0.193,0.731,0.076,Negative,0.0,0.0,0.33,0.33,0.33,2020,kingcorey321
So lastnight was halloween  and its just fitting that it was on a Saturday with a huge full moon in the sky I told myself I was going just stay home because I expected crazinessbut I like a challenge and adventure and around  pm I ventured out to do Lyftand i must say each and every ride was crazy as you would expect it started with a air port pick of a guy who cant speak english that couldnt find the pick up zonethen a very rude very ghetto young lady who stared me in my face as I sat in front of the mall waiting for her for  mins and when i called with a nasty ghetto attitude says im right here in front of you and gets in the car huffing and puffingthen the very very ghetto couple who when I pull up just started berating me because they wanted a suv to pick them upand the boyfriend was actually being threatening as i asked them did they want to order another ridethen Lyft added a trip while they was in route to their motelbut they had a popeyes stopso then i started getting bombarded with angry text message from the very very ghetto young lady that was my next ride telling me i need to speed because she got thing to doi drop off the couple and say yall have a good night and got a whatever from the boyfriendand i promptly cancel the angry texter chickbut the icing on the cake was saved for lasti got a drug addict schizophrenic escaping rehab  in the morning and had me drive  hours to drop her off at her drug dealer house as she talked to me about seeing dead people and hearing voicesI must say Halloween  was everything I expected it to be and then some,-0.945,0.096,0.85,0.054,Negative,0.14,0.11,0.22,0.14,0.39,2020,Ummm5487
"Violence in the South and West Side of Chicago are soaring since the outbreak Recently I almost got shot I was driving at  PM in the middle of the AFTERNOON on the West side  and Monroe cross street to pick up a pax named Stephanie A group of men were in a car about a block ahead of me as I approached the pickup spot and one ran fast across the street and got a gun spun around and shot multple times into the other mens car I stopped just in front of the line of fire if I was just a few seconds early The shooter sped away and so did the other car I dont know how many died I took off too

Another rider female I picked up in the city and drove her to the South Side She proceeded to do drug deals out of my car I told her NO when she came back with an thick large envelope for sure drugs as I saw her pull out a large pack of money from under her pants beforeshe then grabbed her purse and pulled out pepper spray and got into a pepper spray fight with another female I tossed out her phone onto the grass and sped off as two men ran towards my car and screamed Get your bitc out of her which is ridiculous as my car has Uber signs all over it In both cases I genuinely feared for my life Today I reported the incident and asked the rider be deactivated I realize that I could not refuse to drive the passenger INTO the South Side but of course I can turn off the app once there which I did Please be especially care to all of you I say use great caution if you are in the area because with the warmer weather the crime and shootings jump higher in Chicagos dangerous neighborhoods Please stay safe everyone Happy Belated Easter to all I tried to contact Ubers emergency number during the ridebut there was no answer As for calling the police I thought it foolish to stay there in the area and filing a report is futile",-0.6102,0.11,0.806,0.084,Negative,0.07,0.1,0.24,0.27,0.32,2020,Young Kim
"A friend was telling me of her horrible Uber experience yesterday She was getting an Uber to work The first driver farted around for  mins then called her and asked her to cancel the ride claimed his car wouldnt start She had to get to work so she did it Free  for the driver lol

The second driver was taking her to work and he gets a phone call He answers it and rambles on in some other language for about  minutes then his phone died Uh oh he plugs it in and tries to turn it on every  seconds Meanwhile he is still driving but he is going  in a 

My friend is concerned about getting hit from behind but whatever Its his car

My friend says she could tell him where to turn Its the same route she takes  days a week so she knows the way pretty well as well as the alternatives He ignores her and continues to proceed at  mph

The phone finally gets enough juice to turn on Eventually the Uber app comes up and the guy freaks because he is about to miss a left turn Without warning he jolts left and almost gets them Tboned

My friend is having a mental heart attack and says That car just missed us by a foot The guys says Were fine and keeps driving

The drivers phone rings and naturally he answers it My friend is panicked and furious  what a fun combination of emotions

Like a good pax she kept her mouth shut

One star and a lovely write up about it all to Uber

As she is telling me this all I can think about is that this is the result of lower and lower pay Time to buy a car sweetie It costs more but youll live longer",0.9806,0.099,0.737,0.164,Positive,0.22,0.05,0.29,0.18,0.25,2020,Mista T
"So guess theres a first time for everything as a rideshare driver

Picked up backtoback rides from a federal prison tonight Yes theres one in my area south of the city

Apparently there was a release of prisoners deemed non threat to thin out the prison population due to Covid

No big deal these guys dont want to go BACK to prison so I didnt have a problem with it

But man driving up on a federal prison is menacing especially at night when I was out",-0.9524,0.239,0.707,0.054,Negative,0.0,0.0,0.25,0.25,0.5,2020,SleelWheels
" because all I have is hindsight

As we all know because of the COVID virus we are not supposed to touch a passengers belongings

Well I accept an Uber ride and arrive at the pick up and its a woman in a wheelchair and theres nobody there to help her This means Id have to handle her wheelchair

Before any of you light your hair on fire Ive carried an untold number of people with wheelchairs walkers etc I have no problem with that and I do it all the time

However now that were under this whole thing with COVID if I handle the persons belongings Im putting myself and the company at risk to be sued Congress still has not yet passed any limits on COVID liability

So I asked the woman if theres anyone who can help her with the wheelchair She says no I informed her that were not supposed to handle a persons belongings I was about to cancel the ride but I really didnt want to leave the woman stranded Not because I was worried that I would get reported for refusing to carry somebody with a wheelchair since I would only be following the companies rules about not touching a persons belongings I didnt want to leave her out of sympathy Im realizing now that Im probably going to get one starred for doing my good deed

So I asked her if shes OK with me touching her wheelchair and she said that was fine She gets in the car I put the wheelchair in and off we go

Then three times during the ride she mentions that shes going to call up Uber and ask him about this thing about a driver not being able to touch her riders belongings

It was at this point that I realized that she was a lot more pissed off than she was appearing and she was also failing to see that I had done a good deed by bending the rules in order to accommodate her She clearly was not appreciative

When the ride was over I called Uber to ask what I should do in a situation like that where theres a rider who needs physical assistance yet at the same time were under a company wide rule of not touching a passengers belongings

All I ever got back from the company was an email with the standard boilerplate stating how we are always supposed to make every attempt to assist a writer with a disability I guess theyre more afraid of those kinds of lawsuits then a COVID lawsuit

Oh and by the way I did get the one star and a service complaint from that limp legger as well

So this only makes me more dedicated to following my own role that you either A Cancel a ride before starting it or B Drive the ride with a smile without any complaining Complaining and then driving the ride or driving the ride while complaining only guarantees you problems",0.7098,0.088,0.811,0.101,Positive,0.15,0.03,0.2,0.28,0.34,2020,LyftUberFuwabolewa
"Not a phone not their pot pen Not their body stench or empty water bottles Their ballot 

What do you do with it

This is a hypothetical I dont drive for UL anymore",0.2268,0.055,0.861,0.083,Negative,0.0,0.0,0.0,0.5,0.5,2020,NorCalPhil
"Ok so my night shift experiment is getting interesting Ive been driving  to midnight chasing Lyft streaks dont generally drive at night otherwise

Need two more rides to finish up for the night and Im in the downtown area Get a ping for a pick up at a club

So I pull up as close as I can get and no pax to be seen Time is ticking down eventually the back door opens I turn around in time to see two guys with security written on their backs dump this drunk chick in my back seat and close the door without saying a word to me

Her last conscious act was calling her girlfriends who were still in the club I heard the call go to voicemail as she flopped over passed out

Great nice girlfriends I thought to ditch their friend in this condition

So on we go luckily she only lives about  minutes away because I was worried shed throw up in her sleep

We get to destination she lives in a row house on a narrow street and I cant get her to wake up to get her out of the car so I park on the sidewalkyard so I dont block traffic 

I open the back door yelling to try to get her awake literally have to sit her up in the seat she comes to enough I tell her to put her feet out the door she says yes sir and puts one foot out and slumps over passed out again I get her to come to again this time both feet out the door and she manages to stand up every time I ask her to stand up its yes sir she mustve thought I was a cop

I hand her her purse and phone and shes looking in my car asking wheres baby

Whos baby I ask

Luna my dog she was in there

Great now Im wondering if its just booze shes had tonight Hallucinating her dog was in the car and Im trying to reason with someone out of their mind that her dog isnt in the car

I finally convince her the dog is in her house she mumbles something about Luna breaking her leg as I help her up the steps 

I wait on the top step making sure she makes it inside and swipe this damn ride as OVER

Ok this is wrong on a lot of levels Weve all heard the horror stories of what happens to women with unscrupulous RS drivers But regardless this girl should not be alone in this condition Two security guys knowingly dump her into a car without even checking out the driver 

Also it was obvious shes going home to a dark house no one there she could throw up and choke to death or unwanted boyfriend could show up any number of things Too vulnerable in her condition Someone shouldve gone home with her Club security shouldve seen to that",0.9468,0.069,0.827,0.104,Positive,0.12,0.03,0.28,0.25,0.31,2020,SleelWheels
"Last night Excuse me for the long story but I really should set this up

Pickup is the end of a culdesac After waiting a minute I text Ive arrived and the address  minutes later  on the timer I get the Im holding up my phone message WTF I look around no one The street is a block long so I drive the block and come back Nope Nobody

One more minute   and a half on the timer and the front door opens Pax gets to the car and tries to open the door You need to have a mask I tell him

Its in my pocket He tries the door again

 You need your mask on

Its in my pocket He tries door

I reach for the phone and say  Put your mask on

He pulls out his mask and puts it on I unlock the door You didnt have to yell 

 sir I asked you  times for your mask That was your last chance before I left

On route Can you stop at 

Only if you add the stop on the app

Why not 

Because I dont get paid for stopping unless its on the app

He adds the stop Goes in and buys a pack of cigarettes

Do you want a  tip

Sure

Answer a question Are you voting for Trump

I dont want your money

Next  miles he is badgering me Answer the Question Why wont you tell me Are you ashamed

I get to drop off and he keeps talking I finally reach for my phone and tell him Im calling the police if he doesnt get out right now He keeps talking until I hit the button then he leaves

I  him Im sure he  me also",-0.9754,0.113,0.838,0.049,Negative,0.0,0.03,0.12,0.42,0.42,2020,OldUncleDave
This is the reason why the system is corrupt  Thiefs,0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.0,0.33,0.67,2020,X-Men
"I picked up a pax tonight from a pizza making factory initials were A R Very nice guy who was half Irish and half Italian What made this ride stick out was that he told me that he was a graffiti artist who tagged a bunch of businesses and public areas in downtown Chicago I drove him up to Libertyville IL so it was a very long ride He showed me a bunch of pictures and gave me his Instagram page where he puts up his work He said that every single one of his friends are not white Dad works for FedEx as a delivery driver and tells him whenever he sees his sons work as he drives around Chicago delivering packages for FedEx Funny thing is that he told me his dad was actually proud to see his graffiti all over Chicago

Even though he lives and works so far in the suburbs he told me his one mission right now is to save enough money to move back to the city There he says he can hang with his homies He says he cant get along with other whites and would rather date nonwhites I asked him if I could put up some of his images on UPnet and he was so happy to give me permission He said he found it absolutely thrilling to tag especially downtown landmarks Unfortunately he told me that some of his crew were snagged by the Chicago Police for tagging The Bean a large art statue in Millennium Park He was very atypical very antiestablishment into theories of MK ULTRA and believing that the government is a truly evil entity bent on subordinating the innocent lost sheep as he liked to call the people

Below are some of his personal work that he sent to me on my phone






",0.9693,0.029,0.872,0.099,Positive,0.08,0.02,0.18,0.26,0.46,2020,Young Kim
"Last night I picked up a couple under the females name Jane Doe and was headed to their destination and all of a sudden the name of the passenger changed but I didnt notice until we got to a home and it said picking up John Doe
I asked is this your destination and they said No and my app says sharing a ride with John Doe
They werent interested in sharing a ride with anyone and this caused me to take them out if their way so they were upset with me
I had to start John Does ride and then complete it in order to get it off my app It was very confusing for me and the passengers
Does anyone know what happened and how to prevent that in the future",-0.575,0.088,0.85,0.062,Negative,0.09,0.0,0.36,0.09,0.45,2020,Lauri1232
"Trying to get in car at  am Peeing out of bag






Ten minutes now

Difficult fit into a Prius





Stuck

Finally in

Had to take apart wheelchair

 minutes plus to put pax in car

Blocking address

finally at destination but now Im trying to put the wheelchair together that was in my trunk



I finally assembled the wheelchair

Unfortunately the passenger actually peed in my car",-0.6597,0.118,0.856,0.025,Negative,0.11,0.0,0.11,0.33,0.44,2020,Young Kim
"Rolled up to a budget hotel A guy and his ish year old daughter come out of the front door toward my car I lowered the window and said she needs a car seat
He said Its OK shell sit on my lap
I said No she needs a car seat Its the law
I wasnt ready for this but he said OK Ill bring her back to the room then Ill be right back
He came back in  minutes and got into my car I apologized and said that the law requires all kids her age to be in a car seat
He said no problem its OK
As we head toward his destination Im thinking I hope someone else is in that hotel room If he was going to bring a baby into my car without a car seat maybe he would just leave the baby alone in the room while he was gone frown",-0.3377,0.13,0.773,0.098,Negative,0.07,0.04,0.36,0.18,0.36,2020,Illini
"Okay this happened to me as a passenger It happened last Saturday night in St Pete I was at the local watering hole and some guy came up to me and starting striking up a conversation I am normally cool and talk to everyone but this guy seemed downright strange He kept working his way closer and closer to me and then I walked away I am a strong believer in personal space I sat at the bar and proceeded to order another drink This same guy came over and just sat down next to me I said Sir I am saving that seat for someone He looked around and laughed At this point I moved to another part of the bar This guy started to move over and I told the bartender to tab me out and she noticed the situation and did not hesitate I quickly got on my phone and ordered the Uber 

The pricing was at surge and the driver was  minutes away I said Sht under my breath I signed the receipt and started to head for the door and the guy was chasing me at this point I walked outside and waited for my Uber driver The guy came out of the bar and I just stated that I was waiting for my ride 

The truck the Uber driver is in pulls up and the guy pulls me by the arm and I pull away and just say Leave me the hell alone The Uber driver then places his truck into park steps out calmly and pulls a switch blade He says nothing and the guy lets me get into the truck I am scared and the driver insists I sit up front He tells me that he had to do that several times before but he has never had to do that for another guy I thank him for the ride tipped him  and got home SAFELY

I was stunned that the driver stood up for me like that but I guess it happens",0.895,0.051,0.866,0.082,Positive,0.04,0.07,0.33,0.33,0.22,2017,Steven Ambrose
"I have four Saturdays in a month allocated for ridesharing And I will drive until Uber kicks me offline like it did just now 
I want  in a month extra income
It wasnt a bad day today  came at mileontheodo No it is not my Runner  I decided not to sell my other car

Sunday is my fun day Uber on people Good night everyone ",0.8462,0.058,0.749,0.193,Positive,0.44,0.0,0.22,0.11,0.22,2020,4Runner lover
I brought a delivery from wendys somewhere in mount prospect illinois and I just delivered to the coolest house it looks almost like a carnival the lady saw me approaching and open the door and I congratulated her that she wins the prize for me for the most amazing Halloween house,0.9382,0.0,0.726,0.274,Positive,0.2,0.0,0.2,0.2,0.4,2020,Young Kim
"I barely drive now Dont feel like driving with a mask but decided to last night One of my fares was  girls leaving a bar to go back to Carnegie Mellon University Was my last fare Go home and see a pink laptop case Wake up this morning to some missed Uber calls which I expected Get ahold of the girl and she is frantic Turns out her laptop has all her school stuff in it and its only backed up with a flash drive which was in the case I wanted a bit of drama so I told her I had some fares after her and when I got home I didnt notice anything in my car but Ill check and call her back Tell her I have it and offer to drive it to her since Im  mins away
We set up a time and I bring it to her She tells me her Dad Venmod money to her to give to me
She proceeds to hand me an envelope with  cash Good tip for  mins of my time",-0.3828,0.066,0.882,0.052,Negative,0.08,0.08,0.12,0.36,0.36,2020,Jason15215
"Had some decent legit shuffles today



Vague GPS in a strip mall Parked on the pin sent I have arrived Just before the timer ran out I received a reply  ok Okay 

I was about to pull off when an Asian woman came around the corner and flagged me down Fine drove up to her She was on the phone and clearly didnt speak English the pax name was male

She kept pointing then signaling to stop then pointing further away etc etc while on the phone and walking for a good while I asked where we were going no reply One last point Rider did not show up  and finally some English  Here Sorry time way up  about five past the cancel limit





 minute ping to an Italian restaurant thats basically every trip here now at around pm Again on the pin texted I have arrived

Dude passed out on a bench assuming he was my pax Premium pickup plus a small surge





Immediately after the drunk Walmart  minutes away Same drill parked between both doors with my hazards on scanning for my pax

Just before the timer ran out I dont see you Told them where I was had DF set Scanned for anyone who appeared to be looking for me gave them another  minutes gone



 in three and a half hours  completed trips but tons of miles Keep accepting shitty pings because I miss seeing trip duration and most suck anyway now",-0.8014,0.08,0.873,0.047,Negative,0.06,0.06,0.22,0.19,0.47,2020,Benjamin M
"So I applied for unemployment last week and was denied because I have been an independent contractor for a long time  most recently ride share States are struggling to catch up with the changes including Virginia and delivery  transportation is essential

Out of necessity I began delivering food yesterday Made  in three and a half hours today around  in around five

Saw some things that made me chuckle

People wearing masks alone in their car or riding bikes  jogging with nobody around Theres no evidence that this is airborne folks Person to person But pollen is pretty nasty right now

People wearing masks with their nose not covered Know where they insert the swab to test for COVID Well technically nasopharynx Wear it properly or dont wear it

Advance Auto associates think that its a better idea to handle items brought to the counter and then taking your credit card or cash pushed back and forth on a cart Not washing their hands Theyve managed to actually INCREASE contact

And their delivery guy buddies other associates Oh they know them so no need to do anything differently Because its just stranger danger right

Grocery store I was standing on the six foot mark moved maybe three inches from it and the associate told me to step back Then came around the Plexiglas divider theyve put up again still handling items and its pretty pointless about  inches from me to say thanks for not buying more TP than you need

I guess my point is consistency and common sense

This was posted on Facebook as well Guaranteed that my friends working at home or living off of family disability unemployment welfare etc will shit on me for working",0.0694,0.092,0.812,0.096,Negative,0.12,0.02,0.26,0.26,0.35,2020,Benjamin M
"So I got supoenaed again for that murder thing in 

The guy finally got a new trial date after it was delayed due to covid

Im on call for February  to March th 

Sucks for this guy cause hes been waiting in jail without a trial since 

Dont be a murderer

Heres the subpoena for the doubters",-0.7741,0.181,0.761,0.058,Negative,0.0,0.0,0.67,0.0,0.33,2020,Stevie The magic Unicorn
"Im sick and tired of going through uber for my cleaning fees so i just took it from the passed out drunk guys wallet

and a little tip for myself",-0.8225,0.256,0.744,0.0,Negative,0.0,0.0,0.25,0.5,0.25,2019,Dave Bust
"Big party night tonight in my town The following were in my car

A girl in a Rocky costume I said cool shorts She said Matching underwear and showed me Best tip I got all month

A slutty bride wearing a ripped up micro mini wedding gown that was impossibly indecent 

A ridiculously hot Wonder Woman who put her lasso around me from the back seat when we stopped It was a bit alarming but I liked it

Three Playboy bunnies in translucent body stockings Voted most likely to get arrested

A very drunk naughty nurse with naughty bits hanging out

I could go on it was a fun night",0.2525,0.123,0.753,0.123,Negative,0.11,0.05,0.37,0.32,0.16,2020,Cvillegordo
I checked my earning this evening and they was about  more then they should have been after looking through the statement Uber went back from the th of October and added all the promotions I was entitled to on my earnings I thought that was pretty cool they owed and they are paying up I would have never known it It was a big surprise to say the least,0.8271,0.0,0.861,0.139,Positive,0.22,0.0,0.33,0.11,0.33,2020,Rlgeames12
"I dont think you will see me on the quit forum anytime soon but lately I dont seem to have much drive to stay out really late like I used to The interesting thing is about  weeks ago I had my best week  when Uber and Lyft especially Lyft were offering very good promotionsbut the last  weeks have been bad  I guess since the unemployment ended there are many more ants so theres no need to offer meaningful promotions And maybe thats the problem  I got a taste of a pretty good hourly rate for a few weeks now my rate is down about  Its hard to take a pay cut

Ive been part time for about  months   rides total I did stop for about  weeks when Covid startedI know much of the below is obvious but I thought I would list what Ive seen lately Maybe this is just the normal progression of anyone that does this for a while  at least I made it this long From my understanding about  quit within a year

Again this just may be the normal progression of someone that has done this for a while I know  months is not long for most jobs but its probably equivalent to  years in a non Uber job I have the utmost respect for those that do this full time I dont think I could",0.9182,0.096,0.771,0.133,Positive,0.18,0.06,0.21,0.12,0.44,2020,justaGoober
"I should have known better That is the primary lesson here
It was slow last night and I FOOLISHLY accepted a  STAR passenger lets call her N who happened to be nearby at pm and was via Uber Pros time and direction info doing a halfway decent length trip on UBER
I arrive in the condotownhouse complex
Three people smoking on the stoop
N walks towards me with a pizza box Pizzaiolo Small in her hand
I roll down the window as she approaches and ask Do you have a face covering
She holds up a mask in her hand
I say Can you please put it on
She says Yes while trying the handle
I roll down the passenger rear window Im going to need that on before you get in the car
She angrily THROWS the pizza box in my car nearly hitting me in the head

Enough of this I havent started the ride yet Count down timer is still going Time to SHUFFLE for NoMask

She starts screaming behind me

I leave the complex and notice that she has also flung her phone into my seat

I am driving along Thomas St in Mississauga and am about to pull over when a JEEP pulls up behind me at high speed then make a sharp swerve in front of me at the Thomas GlenErin Light There is no traffic at that hour 
Her two smoking buddies dudes get out of the jeep and cross their arms She comes running out You STOLE my phone  
I reach in the back seat grab her phone and hand it to her silently Im not going to escalate this any further She gives me the finger and screams again as she gets back into the Jeep Her pals do a donut around my car in the middle of the intersection Another driver who has stopped at the red light on the other side of the intersection looks on with curiosity

I drive off to another block park on a side street and end the ride selecting NO MASK
I discard the pizza box left on my seat from the throwing incident It is garbage day tomorrow in this neighborhood so I just leave it with one of the houses curbside pile of trash which had a few Pizza Nova boxes off to the side

I file a report with Ubers App Trip Issues but have to attach it to another previous in the day cancelled ride as the last ride doesnt show up in my history because the ride was not started beyond the count down clock screen

I get another ride request while Im doing that Just before I drop off the passenger I get a phone call from the UBER Safety Team But I let it go to voice mail as Im still completing this current ride

I call them back and talk to the person explaining the above to UBER Safety  passenger N with the  STAR rating was out of line with throwing objects into my vehicle and then chasing me down at speed on a residential roadway They say they will look into it

My account goes OFFLINE minutes later with the BLUE STRIPE in the driver app YOUR ACCOUNT HAS AN ISSUE

Ancient Corporate Proverb No good deed shall go unpunished

Currently the account is temporarily on hold but when I try to log in it says




I filed another emailticket with UBER Support I can no longer send texts through the app due to lack of ability to log in

UBER SUPPORT got back to me at am this morning saying all was cleared up but I still cannot log into my account I cannot log into my passenger account either same issue

Fun Times",0.9689,0.054,0.869,0.076,Positive,0.07,0.13,0.14,0.21,0.45,2020,Kurt Halfyard
"Everyday I see more and more of these articles about how badly airlines are treating passengers then I listen to my wife comment on the things she hears from from airline passengers she works at Denver Intl Airport Yesterday morning dropped these two women at the airport both were not looking forward to the flight They travel every two weeks Denver to NYC just listening to the BS they put up with on their flights

After dropping them off I got a rematch a pickup on the opposite side of the airport Terri I pull up Terri is there with a friend they are both FAs for Delta The entire  minute drive to take them home I listened to them bash passengers and how disgusting they are that they want to kick them out in midair how they want to hit them etc 

After listening to both sides and knowing what we drivers put up with Ive decided to side with the riders and will no longer give rides to flight crew If I pull up to the pickup and its a crew member Im simply going to cancel the trip eat the cancel and drive off let them figure out a different way Quite frankly they want to treat passengers like crap maybe they should understand what it feels like to be treated like crap too",-0.3818,0.076,0.851,0.073,Negative,0.04,0.04,0.25,0.25,0.43,2020,Frontier Guy
"Found a nominee for Rideshare Driver of the Year in Melbourne
",0.0,0.0,1.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,2020,Hillesbrand
"This past week was a real slow one I logged h m online for the week and received a whopping  pings

I went from  PM Saturday night until  PM Sunday evening without receiving a ping Over  hours with out a ping on a weekend

Wednesday  PM to  PM and Thursday  PM to Midnight I was online and never received a single ping either day",0.0,0.0,1.0,0.0,Neutral,0.12,0.0,0.5,0.25,0.12,2020,FLKeys
